"Grass-legume hay"|"Tons"||3.5|||||||"3028964"|"8071083"
"Alfalfa hay"|"Tons"||4.5|||||||"3028964"|"8145555"
"Oats"|"Bu"||80|||||||"3028964"|"8145556"
"Grass-legume hay"|"Tons"||3.5|||||||"3016010"|"7884814"
"Corn"|"Bu"||130|||||||"3016010"|"7959286"
"Soybeans"|"Bu"||45|||||||"3016010"|"7959287"
"Corn silage"|"Tons"||26|||||||"3016010"|"8033759"
"Tobacco"|"Lbs"||1600|||||||"3016010"|"8033760"
"Grass-clover"|"AUM"||10|||||||"3016010"|"8108232"
"Wheat"|"Bu"||50|||||||"3016010"|"8108233"
"Pasture"|"AUM"||6.5|||||||"3035440"|"7940679"
"Corn"|"Bu"||105|||||||"3035440"|"8015151"
"Corn silage"|"Tons"||21|||||||"3035440"|"8089624"
"Grass-legume hay"|"Tons"||3.5|||||||"3035440"|"8164097"
"Soybeans"|"Bu"||40|||||||"3048393"|"7903484"
"Corn"|"Bu"||115|||||||"3048393"|"7977956"
"Tobacco"|"Lbs"||1100|||||||"3048393"|"7977957"
"Corn silage"|"Tons"||23|||||||"3048393"|"8052429"
"Wheat"|"Bu"||45|||||||"3048393"|"8052430"
"Grass-legume hay"|"Tons"||3|||||||"3048393"|"8126902"
"Sweet corn"|"Tons"|||||||||"2984808"|"7943444"
"Wheat"|"Bu"||25|||||||"2984808"|"7943445"
"Soybeans"|"Bu"||30|||||||"2984808"|"8017917"
"Corn"|"Bu"||60|||||||"2984808"|"8092389"
"Tomatoes"|"Tons"||13|||||||"2984808"|"8092390"
"Corn silage"|"Tons"||12|||||||"2984808"|"8166862"
"Watermelons"|"Tons"|||||||||"2984808"|"8166863"
"Soybeans"|"Bu"||30|||||||"2991285"|"7887595"
"Corn"|"Bu"||60|||||||"2991285"|"7962067"
"Tomatoes"|"Tons"||13|||||||"2991285"|"7962068"
"Corn silage"|"Tons"||12|||||||"2991285"|"8036540"
"Watermelons"|"Tons"|||||||||"2991285"|"8036541"
"Sweet corn"|"Tons"|||||||||"2991285"|"8111013"
"Wheat"|"Bu"||25|||||||"2991285"|"8111014"
"Grass-legume hay"|"Tons"||3.5|||||||"2978332"|"7924919"
"Pasture"|"AUM"||7|||||||"2978332"|"7999392"
"Corn"|"Bu"||110|||||||"2978332"|"8073864"
"Soybeans"|"Bu"||40|||||||"2978332"|"8073865"
"Corn silage"|"Tons"||22|||||||"2978332"|"8148337"
"Tomatoes"|"Tons"||12|||||||"2978332"|"8148338"
"Corn silage"|"Tons"||24|||||||"2997762"|"7906255"
"Pasture"|"AUM"||6|||||||"2997762"|"7980728"
"Barley"|"Bu"||50|||||||"2997762"|"8055200"
"Soybeans"|"Bu"||35|||||||"2997762"|"8055201"
"Corn"|"Bu"||110|||||||"2997762"|"8129673"
"Wheat"|"Bu"||45|||||||"2997762"|"8129674"
"Corn"|"Bu"||130|||||||"3043098"|"7887596"
"Soybeans"|"Bu"||45|||||||"3043098"|"7887597"
"Corn silage"|"Tons"||26|||||||"3043098"|"7962069"
"Tobacco"|"Lbs"||1600|||||||"3043098"|"7962070"
"Grass-clover"|"AUM"||10|||||||"3043098"|"8036542"
"Wheat"|"Bu"||50|||||||"3043098"|"8036543"
"Grass-legume hay"|"Tons"||3.5|||||||"3043098"|"8111015"
"Grass hay"|"Tons"||3|||||||"3036622"|"8017918"
"Tall fescue"|"AUM"||8|||||||"3036622"|"8092391"
"Grass-legume hay"|"Tons"||3.5|||||||"3062530"|"7943457"
"Corn"|"Bu"||130|||||||"3062530"|"8017929"
"Soybeans"|"Bu"||45|||||||"3062530"|"8017930"
"Corn silage"|"Tons"||26|||||||"3062530"|"8092402"
"Tobacco"|"Lbs"||1600|||||||"3062530"|"8092403"
"Grass-clover"|"AUM"||10|||||||"3062530"|"8166875"
"Wheat"|"Bu"||50|||||||"3062530"|"8166876"
"Snap beans"|"Bu"|||||||||"2984811"|"7943458"
"Soybeans"|"Bu"||15|||||||"2984811"|"8017931"
"Tomatoes"|"Tons"|||||||||"2984811"|"8092404"
"Wheat"|"Bu"||25|||||||"2984811"|"8166877"
"Corn silage"|"Tons"||24|||||||"2965381"|"7887605"
"Tobacco"|"Lbs"||1500|||||||"2965381"|"7887606"
"Grass-clover"|"AUM"||9.5|||||||"2965381"|"7962078"
"Wheat"|"Bu"||45|||||||"2965381"|"7962079"
"Grass-legume hay"|"Tons"||3.5|||||||"2965381"|"8036551"
"Corn"|"Bu"||120|||||||"2965381"|"8111023"
"Soybeans"|"Bu"||40|||||||"2965381"|"8111024"
"Corn"|"Bu"||130|||||||"3023672"|"7906268"
"Tobacco"|"Lbs"||1300|||||||"3023672"|"7906269"
"Corn silage"|"Tons"||26|||||||"3023672"|"7980741"
"Wheat"|"Bu"||45|||||||"3023672"|"7980742"
"Pasture"|"AUM"||8|||||||"3023672"|"8055214"
"Barley"|"Bu"||60|||||||"3023672"|"8129686"
"Soybeans"|"Bu"||40|||||||"3023672"|"8129687"
"Corn"|"Bu"||60|||||||"3017195"|"7887608"
"Tomatoes"|"Tons"||13|||||||"3017195"|"7887609"
"Corn silage"|"Tons"||12|||||||"3017195"|"7962081"
"Watermelons"|"Tons"|||||||||"3017195"|"7962082"
"Sweet corn"|"Tons"|||||||||"3017195"|"8036554"
"Wheat"|"Bu"||25|||||||"3017195"|"8036555"
"Soybeans"|"Bu"||30|||||||"3017195"|"8111027"
"Corn"|"Bu"||135|||||||"2997765"|"7906266"
"Soybeans"|"Bu"||40|||||||"2997765"|"7906267"
"Corn silage"|"Tons"||27|||||||"2997765"|"7980739"
"Tobacco"|"Lbs"||1500|||||||"2997765"|"7980740"
"Grass-legume hay"|"Tons"||3.5|||||||"2997765"|"8055212"
"Wheat"|"Bu"||65|||||||"2997765"|"8055213"
"Pasture"|"AUM"||8|||||||"2997765"|"8129685"
"Soybeans"|"Bu"||25|||||||"3030148"|"7924928"
"Tomatoes"|"Tons"|||||||||"3030148"|"7999401"
"Snap beans"|"Bu"|||||||||"3030148"|"8073873"
"Wheat"|"Bu"||35|||||||"3030148"|"8073874"
"Corn"|"Bu"||90|||||||"3030148"|"8148346"
"Corn"|"Bu"||130|||||||"3036625"|"7943459"
"Soybeans"|"Bu"||45|||||||"3036625"|"7943460"
"Corn silage"|"Tons"||26|||||||"3036625"|"8017932"
"Tobacco"|"Lbs"||1600|||||||"3036625"|"8017933"
"Grass-clover"|"AUM"||10|||||||"3036625"|"8092405"
"Wheat"|"Bu"||50|||||||"3036625"|"8092406"
"Grass-legume hay"|"Tons"||3.5|||||||"3036625"|"8166878"
"Corn"|"Bu"||90|||||||"3043101"|"7887610"
"Soybeans"|"Bu"||25|||||||"3043101"|"7962083"
"Tomatoes"|"Tons"|||||||||"3043101"|"8036556"
"Snap beans"|"Bu"|||||||||"3043101"|"8111028"
"Wheat"|"Bu"||35|||||||"3043101"|"8111029"
"Grass-legume hay"|"Tons"||3.5|||||||"2978335"|"7924931"
"Wheat"|"Bu"||60|||||||"2978335"|"7924932"
"Pasture"|"AUM"||8|||||||"2978335"|"7999404"
"Corn"|"Bu"||135|||||||"2978335"|"8073876"
"Soybeans"|"Bu"||40|||||||"2978335"|"8073877"
"Corn silage"|"Tons"||27|||||||"2978335"|"8148349"
"Tobacco"|"Lbs"||1500|||||||"2978335"|"8148350"
"Corn silage"|"Tons"||24|||||||"2991288"|"7887607"
"Pasture"|"AUM"||6|||||||"2991288"|"7962080"
"Barley"|"Bu"||50|||||||"2991288"|"8036552"
"Soybeans"|"Bu"||35|||||||"2991288"|"8036553"
"Corn"|"Bu"||110|||||||"2991288"|"8111025"
"Wheat"|"Bu"||45|||||||"2991288"|"8111026"
"Grass hay"|"Tons"||3|||||||"2971858"|"8055211"
"Tall fescue"|"AUM"||8|||||||"2971858"|"8129684"
"Pasture"|"AUM"||10.5|||||||"3004242"|"7924933"
"Corn"|"Bu"||140|||||||"3004242"|"7999405"
"Soybeans"|"Bu"||45|||||||"3004242"|"7999406"
"Corn silage"|"Tons"||28|||||||"3004242"|"8073878"
"Tobacco"|"Lbs"||1500|||||||"3004242"|"8073879"
"Grass-legume hay"|"Tons"||3.5|||||||"3004242"|"8148351"
"Wheat"|"Bu"||50|||||||"3004242"|"8148352"
"Grass-clover"|"AUM"||7.5|||||||"3049577"|"7980738"
"Corn"|"Bu"||130|||||||"3056054"|"7924929"
"Tobacco"|"Lbs"||1300|||||||"3056054"|"7924930"
"Corn silage"|"Tons"||26|||||||"3056054"|"7999402"
"Wheat"|"Bu"||45|||||||"3056054"|"7999403"
"Pasture"|"AUM"||8|||||||"3056054"|"8073875"
"Barley"|"Bu"||60|||||||"3056054"|"8148347"
"Soybeans"|"Bu"||40|||||||"3056054"|"8148348"
"Corn silage"|"Tons"||26|||||||"3043114"|"7887667"
"Wheat"|"Bu"||45|||||||"3043114"|"7887668"
"Pasture"|"AUM"||8|||||||"3043114"|"7962140"
"Barley"|"Bu"||60|||||||"3043114"|"8036612"
"Soybeans"|"Bu"||40|||||||"3043114"|"8036613"
"Corn"|"Bu"||130|||||||"3043114"|"8111085"
"Tobacco"|"Lbs"||1300|||||||"3043114"|"8111086"
"Grass hay"|"Tons"||3|||||||"3062544"|"8092471"
"Tall fescue"|"AUM"||8|||||||"3062544"|"8166944"
"Corn"|"Bu"||130|||||||"2984825"|"7943526"
"Soybeans"|"Bu"||45|||||||"2984825"|"7943527"
"Corn silage"|"Tons"||26|||||||"2984825"|"8017999"
"Tobacco"|"Lbs"||1600|||||||"2984825"|"8018000"
"Grass-clover"|"AUM"||10|||||||"2984825"|"8092472"
"Wheat"|"Bu"||50|||||||"2984825"|"8092473"
"Grass-legume hay"|"Tons"||3.5|||||||"2984825"|"8166945"
"Snap beans"|"Bu"|||||||||"3004255"|"7924992"
"Tomatoes"|"Tons"|||||||||"3004255"|"7924993"
"Corn"|"Bu"||110|||||||"3004255"|"7999465"
"Peppers"|"Bu"|||||||||"3004255"|"8073938"
"Alfalfa hay"|"Tons"||2.8|||||||"3004255"|"8148410"
"Soybeans"|"Bu"||75|||||||"3004255"|"8148411"
"Corn"|"Bu"||130|||||||"3036638"|"7943524"
"Tobacco"|"Lbs"||1300|||||||"3036638"|"7943525"
"Corn silage"|"Tons"||26|||||||"3036638"|"8017997"
"Wheat"|"Bu"||45|||||||"3036638"|"8017998"
"Pasture"|"AUM"||8|||||||"3036638"|"8092470"
"Barley"|"Bu"||60|||||||"3036638"|"8166942"
"Soybeans"|"Bu"||40|||||||"3036638"|"8166943"
"Pasture"|"AUM"||6|||||||"3030162"|"7924994"
"Barley"|"Bu"||50|||||||"3030162"|"7999466"
"Soybeans"|"Bu"||35|||||||"3030162"|"7999467"
"Corn"|"Bu"||110|||||||"3030162"|"8073939"
"Wheat"|"Bu"||45|||||||"3030162"|"8073940"
"Corn silage"|"Tons"||24|||||||"3030162"|"8148412"
"Grass-legume hay"|"Tons"||3.5|||||||"3023685"|"7906319"
"Corn"|"Bu"||130|||||||"3023685"|"7980791"
"Soybeans"|"Bu"||45|||||||"3023685"|"7980792"
"Corn silage"|"Tons"||26|||||||"3023685"|"8055264"
"Tobacco"|"Lbs"||1600|||||||"3023685"|"8055265"
"Grass-clover"|"AUM"||10|||||||"3023685"|"8129737"
"Wheat"|"Bu"||50|||||||"3023685"|"8129738"
"Barley"|"Bu"||60|||||||"3023686"|"7906320"
"Soybeans"|"Bu"||40|||||||"3023686"|"7906321"
"Corn"|"Bu"||130|||||||"3023686"|"7980793"
"Tobacco"|"Lbs"||1300|||||||"3023686"|"7980794"
"Corn silage"|"Tons"||26|||||||"3023686"|"8055266"
"Wheat"|"Bu"||45|||||||"3023686"|"8055267"
"Pasture"|"AUM"||8|||||||"3023686"|"8129739"
"Corn"|"Bu"||110|||||||"3017209"|"7887670"
"Wheat"|"Bu"||45|||||||"3017209"|"7887671"
"Corn silage"|"Tons"||24|||||||"3017209"|"7962143"
"Pasture"|"AUM"||6|||||||"3017209"|"8036616"
"Barley"|"Bu"||50|||||||"3017209"|"8111088"
"Soybeans"|"Bu"||35|||||||"3017209"|"8111089"
"Cranberries"|"Tons"||3.5|||||||"3043115"|"7962144"
"Corn silage"|"Tons"||26|||||||"3036639"|"7943529"
"Tobacco"|"Lbs"||1600|||||||"3036639"|"7943530"
"Grass-clover"|"AUM"||10|||||||"3036639"|"8018002"
"Wheat"|"Bu"||50|||||||"3036639"|"8018003"
"Grass-legume hay"|"Tons"||3.5|||||||"3036639"|"8092475"
"Corn"|"Bu"||130|||||||"3036639"|"8166947"
"Soybeans"|"Bu"||45|||||||"3036639"|"8166948"
"Corn"|"Bu"||70|||||||"3010732"|"7943528"
"Improved bermudagrass"|"AUM"||6|||||||"3010732"|"8018001"
"Soybeans"|"Bu"||25|||||||"3010732"|"8092474"
"Bahiagrass"|"AUM"||5.5|||||||"3010732"|"8166946"
"Pasture"|"AUM"||7|||||||"2991302"|"7887669"
"Corn"|"Bu"||110|||||||"2991302"|"7962141"
"Soybeans"|"Bu"||40|||||||"2991302"|"7962142"
"Corn silage"|"Tons"||22|||||||"2991302"|"8036614"
"Tomatoes"|"Tons"||12|||||||"2991302"|"8036615"
"Grass-legume hay"|"Tons"||3.5|||||||"2991302"|"8111087"
"Peanuts"|"Lbs"||3300|||||||"3010733"|"7943533"
"Corn"|"Bu"||90|||||||"3010733"|"8018005"
"Soybeans"|"Bu"||30|||||||"3010733"|"8018006"
"Cotton lint"|"Lbs"||600|||||||"3010733"|"8092478"
"Tobacco"|"Lbs"||2700|||||||"3010733"|"8092479"
"Pasture"|"AUM"||9.5|||||||"3010733"|"8166951"
"Wheat"|"Bu"||50|||||||"3010733"|"8166952"
"Corn silage"|"Tons"||26|||||||"2991303"|"7887672"
"Wheat"|"Bu"||45|||||||"2991303"|"7887673"
"Pasture"|"AUM"||8|||||||"2991303"|"7962145"
"Barley"|"Bu"||60|||||||"2991303"|"8036617"
"Soybeans"|"Bu"||40|||||||"2991303"|"8036618"
"Corn"|"Bu"||130|||||||"2991303"|"8111090"
"Tobacco"|"Lbs"||1300|||||||"2991303"|"8111091"
"Cotton lint"|"Lbs"||700|||||||"2971873"|"7906322"
"Tobacco"|"Lbs"||3000|||||||"2971873"|"7906323"
"Pasture"|"AUM"||10.5|||||||"2971873"|"7980795"
"Wheat"|"Bu"||60|||||||"2971873"|"7980796"
"Peanuts"|"Lbs"||4000|||||||"2971873"|"8055268"
"Corn"|"Bu"||110|||||||"2971873"|"8129740"
"Soybeans"|"Bu"||40|||||||"2971873"|"8129741"
"Grass hay"|"Tons"||3|||||||"3043116"|"7962146"
"Tall fescue"|"AUM"||8|||||||"3043116"|"8036619"
"Corn"|"Bu"||100|||||||"3056069"|"7924996"
"Soybeans"|"Bu"||35|||||||"3056069"|"7924997"
"Cotton lint"|"Lbs"||650|||||||"3056069"|"7999469"
"Tobacco"|"Lbs"||2900|||||||"3056069"|"7999470"
"Pasture"|"AUM"||10|||||||"3056069"|"8073942"
"Wheat"|"Bu"||55|||||||"3056069"|"8073943"
"Peanuts"|"Lbs"||3700|||||||"3056069"|"8148415"
"Corn"|"Bu"||110|||||||"2978350"|"7924998"
"Wheat"|"Bu"||45|||||||"2978350"|"7924999"
"Corn silage"|"Tons"||24|||||||"2978350"|"7999471"
"Pasture"|"AUM"||6|||||||"2978350"|"8073944"
"Barley"|"Bu"||50|||||||"2978350"|"8148416"
"Soybeans"|"Bu"||35|||||||"2978350"|"8148417"
"Corn silage"|"Tons"||24|||||||"3030163"|"7924995"
"Grass-legume hay"|"Tons"||4.5|||||||"3030163"|"7999468"
"Pasture"|"AUM"||8.5|||||||"3030163"|"8073941"
"Corn"|"Bu"||120|||||||"3030163"|"8148413"
"Soybeans"|"Bu"||40|||||||"3030163"|"8148414"
"Corn"|"Bu"||120|||||||"3036640"|"7943534"
"Soybeans"|"Bu"||40|||||||"3036640"|"7943535"
"Corn silage"|"Tons"||24|||||||"3036640"|"8018007"
"Tobacco"|"Lbs"||1300|||||||"3036640"|"8018008"
"Grass-legume hay"|"Tons"||4.5|||||||"3036640"|"8092480"
"Pasture"|"AUM"||8.5|||||||"3036640"|"8166953"
"Corn silage"|"Tons"||26|||||||"2984826"|"7943531"
"Wheat"|"Bu"||45|||||||"2984826"|"7943532"
"Pasture"|"AUM"||8|||||||"2984826"|"8018004"
"Barley"|"Bu"||60|||||||"2984826"|"8092476"
"Soybeans"|"Bu"||40|||||||"2984826"|"8092477"
"Corn"|"Bu"||130|||||||"2984826"|"8166949"
"Tobacco"|"Lbs"||1300|||||||"2984826"|"8166950"
"Corn"|"Bu"||100|||||||"3063231"|"7945323"
"Wheat"|"Bu"||50|||||||"3063231"|"7945324"
"Corn silage"|"Tons"||20|||||||"3063231"|"8019796"
"Grass-legume hay"|"Tons"||3|||||||"3063231"|"8094269"
"Oats"|"Bu"||60|||||||"3063231"|"8168742"
"Corn silage"|"Tons"||22|||||||"3037326"|"7945328"
"Tobacco"|"Lbs"||1500|||||||"3037326"|"7945329"
"Grass-legume hay"|"Tons"||3.5|||||||"3037326"|"8019801"
"Wheat"|"Bu"||35|||||||"3037326"|"8019802"
"Pasture"|"AUM"||9.5|||||||"3037326"|"8094274"
"Corn"|"Bu"||120|||||||"3037326"|"8168746"
"Soybeans"|"Bu"||30|||||||"3037326"|"8168747"
"Grass-legume hay"|"Tons"||3.5|||||||"3030849"|"7926753"
"Corn"|"Bu"||130|||||||"3030849"|"8001225"
"Soybeans"|"Bu"||45|||||||"3030849"|"8001226"
"Corn silage"|"Tons"||26|||||||"3030849"|"8075698"
"Tobacco"|"Lbs"||1500|||||||"3030849"|"8075699"
"Grass-clover"|"AUM"||9.5|||||||"3030849"|"8150171"
"Wheat"|"Bu"||50|||||||"3030849"|"8150172"
"Corn"|"Bu"||70|||||||"3017896"|"7889398"
"Wheat"|"Bu"||35|||||||"3017896"|"7889399"
"Corn silage"|"Tons"||20|||||||"3017896"|"7963871"
"Pasture"|"AUM"||5|||||||"3017896"|"8038344"
"Barley"|"Bu"||40|||||||"3017896"|"8112816"
"Soybeans"|"Bu"||30|||||||"3017896"|"8112817"
"Corn"|"Bu"||135|||||||"3011419"|"7945326"
"Soybeans"|"Bu"||40|||||||"3011419"|"7945327"
"Corn silage"|"Tons"||27|||||||"3011419"|"8019799"
"Tobacco"|"Lbs"||1500|||||||"3011419"|"8019800"
"Grass-legume hay"|"Tons"||3.5|||||||"3011419"|"8094272"
"Wheat"|"Bu"||65|||||||"3011419"|"8094273"
"Pasture"|"AUM"||8|||||||"3011419"|"8168745"
"Pasture"|"AUM"||8|||||||"3043802"|"7889400"
"Corn"|"Bu"||135|||||||"3043802"|"7963872"
"Soybeans"|"Bu"||40|||||||"3043802"|"7963873"
"Corn silage"|"Tons"||27|||||||"3043802"|"8038345"
"Tobacco"|"Lbs"||1500|||||||"3043802"|"8038346"
"Grass-legume hay"|"Tons"||3.5|||||||"3043802"|"8112818"
"Wheat"|"Bu"||60|||||||"3043802"|"8112819"
"Corn"|"Bu"||135|||||||"3056755"|"7926754"
"Soybeans"|"Bu"||40|||||||"3056755"|"7926755"
"Corn silage"|"Tons"||27|||||||"3056755"|"8001227"
"Tobacco"|"Lbs"||1500|||||||"3056755"|"8001228"
"Grass-legume hay"|"Tons"||3.5|||||||"3056755"|"8075700"
"Wheat"|"Bu"||60|||||||"3056755"|"8075701"
"Pasture"|"AUM"||8|||||||"3056755"|"8150173"
"Corn"|"Bu"||130|||||||"3050278"|"7908077"
"Soybeans"|"Bu"||45|||||||"3050278"|"7908078"
"Corn silage"|"Tons"||26|||||||"3050278"|"7982550"
"Tobacco"|"Lbs"||1500|||||||"3050278"|"7982551"
"Grass-clover"|"AUM"||9.5|||||||"3050278"|"8057023"
"Wheat"|"Bu"||50|||||||"3050278"|"8057024"
"Grass-legume hay"|"Tons"||3.5|||||||"3050278"|"8131496"
"Corn silage"|"Tons"||28|||||||"2972559"|"7908079"
"Tobacco"|"Lbs"||1500|||||||"2972559"|"7908080"
"Grass-legume hay"|"Tons"||3.5|||||||"2972559"|"7982552"
"Wheat"|"Bu"||50|||||||"2972559"|"7982553"
"Pasture"|"AUM"||10.5|||||||"2972559"|"8057025"
"Corn"|"Bu"||140|||||||"2972559"|"8131497"
"Soybeans"|"Bu"||45|||||||"2972559"|"8131498"
"Grass-legume hay"|"Tons"||3.5|||||||"2985512"|"7945325"
"Corn"|"Bu"||130|||||||"2985512"|"8019797"
"Soybeans"|"Bu"||45|||||||"2985512"|"8019798"
"Corn silage"|"Tons"||26|||||||"2985512"|"8094270"
"Tobacco"|"Lbs"||1600|||||||"2985512"|"8094271"
"Grass-clover"|"AUM"||10|||||||"2985512"|"8168743"
"Wheat"|"Bu"||50|||||||"2985512"|"8168744"
"Cabbage"|"Crates"|||||||||"2979036"|"7926756"
"Wheat"|"Bu"||45|||||||"2979036"|"7926757"
"Corn"|"Bu"||100|||||||"2979036"|"8001229"
"Soybeans"|"Bu"||35|||||||"2979036"|"8075702"
"Snap beans"|"Bu"|||||||||"2979036"|"8150174"
"Tomatoes"|"Tons"|||||||||"2979036"|"8150175"
"Corn"|"Bu"||140|||||||"2991989"|"7889396"
"Soybeans"|"Bu"||45|||||||"2991989"|"7889397"
"Corn silage"|"Tons"||28|||||||"2991989"|"7963869"
"Tobacco"|"Lbs"||1500|||||||"2991989"|"7963870"
"Grass-legume hay"|"Tons"||3.5|||||||"2991989"|"8038342"
"Wheat"|"Bu"||50|||||||"2991989"|"8038343"
"Pasture"|"AUM"||10.5|||||||"2991989"|"8112815"
"Corn silage"|"Tons"||26|||||||"3037328"|"7945335"
"Tobacco"|"Lbs"||1600|||||||"3037328"|"7945336"
"Grass-clover"|"AUM"||10|||||||"3037328"|"8019808"
"Wheat"|"Bu"||50|||||||"3037328"|"8019809"
"Grass-legume hay"|"Tons"||3.5|||||||"3037328"|"8094281"
"Corn"|"Bu"||130|||||||"3037328"|"8168753"
"Soybeans"|"Bu"||45|||||||"3037328"|"8168754"
"Oats"|"Bu"||60|||||||"3004945"|"7926763"
"Corn"|"Bu"||100|||||||"3004945"|"8001235"
"Wheat"|"Bu"||50|||||||"3004945"|"8001236"
"Corn silage"|"Tons"||20|||||||"3004945"|"8075708"
"Grass-legume hay"|"Tons"||3|||||||"3004945"|"8150181"
"Cranberries"|"Tons"||3.5|||||||"2985514"|"8094280"
"Soybeans"|"Bu"||45|||||||"2991991"|"7889408"
"Barley"|"Bu"||70|||||||"2991991"|"7963880"
"Tomatoes"|"Tons"|||||||||"2991991"|"7963881"
"Snap beans"|"Bu"|||||||||"2991991"|"8038353"
"Wheat"|"Bu"||55|||||||"2991991"|"8038354"
"Corn"|"Bu"||100|||||||"2991991"|"8112826"
"Snap beans"|"Bu"|||||||||"2972561"|"7908087"
"Wheat"|"Bu"||35|||||||"2972561"|"7908088"
"Corn"|"Bu"||90|||||||"2972561"|"7982560"
"Soybeans"|"Bu"||30|||||||"2972561"|"8057033"
"Tomatoes"|"Tons"|||||||||"2972561"|"8131506"
"Corn"|"Bu"||130|||||||"3043804"|"7889409"
"Tobacco"|"Lbs"||1300|||||||"3043804"|"7889410"
"Corn silage"|"Tons"||26|||||||"3043804"|"7963882"
"Wheat"|"Bu"||45|||||||"3043804"|"7963883"
"Pasture"|"AUM"||8|||||||"3043804"|"8038355"
"Barley"|"Bu"||60|||||||"3043804"|"8112827"
"Soybeans"|"Bu"||40|||||||"3043804"|"8112828"
"Snap beans"|"Bu"|||||||||"3056757"|"7926761"
"Wheat"|"Bu"||30|||||||"3056757"|"7926762"
"Corn"|"Bu"||80|||||||"3056757"|"8001234"
"Soybeans"|"Bu"||20|||||||"3056757"|"8075707"
"Tomatoes"|"Tons"|||||||||"3056757"|"8150180"
"Grass hay"|"Tons"||2|||||||"3050280"|"8131505"
"Corn"|"Bu"||110|||||||"2985523"|"7945361"
"Corn silage"|"Tons"||20|||||||"2985523"|"8019834"
"Grass-legume hay"|"Tons"||2.8|||||||"2985523"|"8094307"
"Alfalfa hay"|"Tons"||4|||||||"2985523"|"8168779"
"Winter wheat"|"Bu"||50|||||||"2985523"|"8168780"
"Corn"|"Bu"||130|||||||"3017907"|"7889439"
"Tobacco"|"Lbs"||1300|||||||"3017907"|"7889440"
"Corn silage"|"Tons"||26|||||||"3017907"|"7963912"
"Wheat"|"Bu"||45|||||||"3017907"|"7963913"
"Pasture"|"AUM"||8|||||||"3017907"|"8038385"
"Barley"|"Bu"||60|||||||"3017907"|"8112857"
"Soybeans"|"Bu"||40|||||||"3017907"|"8112858"
"Alfalfa hay"|"Tons"||2.5|||||||"3013287"|"8025662"
"Grass-legume hay"|"Tons"||2|||||||"3013287"|"8100135"
"Pasture"|"AUM"||5.5|||||||"3013287"|"8174608"
"Grass-legume hay"|"Tons"||3.5|||||||"3045670"|"7895260"
"Corn"|"Bu"||115|||||||"3045670"|"7969732"
"Pasture"|"AUM"||6.6|||||||"3045670"|"7969733"
"Corn silage"|"Tons"||23|||||||"3045670"|"8044205"
"Grass hay"|"Tons"||3.5|||||||"3045670"|"8118678"
"Corn"|"Bu"||125|||||||"2980904"|"7932576"
"Pasture"|"AUM"||9.5|||||||"2980904"|"7932577"
"Corn silage"|"Tons"||25|||||||"2980904"|"8007049"
"Wheat"|"Bu"||45|||||||"2980904"|"8007050"
"Grass-legume hay"|"Tons"||3.5|||||||"2980904"|"8081522"
"Alfalfa hay"|"Tons"||5|||||||"2980904"|"8155994"
"Oats"|"Bu"||75|||||||"2980904"|"8155995"
"Grass-legume hay"|"Tons"||3.5|||||||"3026240"|"7913896"
"Alfalfa hay"|"Tons"||5.5|||||||"3026240"|"7988368"
"Oats"|"Bu"||80|||||||"3026240"|"7988369"
"Corn"|"Bu"||135|||||||"3026240"|"8062841"
"Pasture"|"AUM"||10.5|||||||"3026240"|"8062842"
"Corn silage"|"Tons"||27|||||||"3026240"|"8137314"
"Wheat"|"Bu"||50|||||||"3026240"|"8137315"
"Corn"|"Bu"||95|||||||"2974427"|"7913899"
"Soybeans"|"Bu"||25|||||||"2974427"|"7913900"
"Corn silage"|"Tons"||19|||||||"2974427"|"7988372"
"Wheat"|"Bu"||30|||||||"2974427"|"7988373"
"Grass-legume hay"|"Tons"||2|||||||"2974427"|"8062845"
"Alfalfa hay"|"Tons"||3|||||||"2974427"|"8137317"
"Pasture"|"AUM"||5.5|||||||"2974427"|"8137318"
"Corn silage"|"Tons"||23|||||||"2987380"|"7951188"
"Wheat"|"Bu"||40|||||||"2987380"|"7951189"
"Grass-legume hay"|"Tons"||3|||||||"2987380"|"8025661"
"Alfalfa hay"|"Tons"||3.5|||||||"2987380"|"8100133"
"Pasture"|"AUM"||6.5|||||||"2987380"|"8100134"
"Corn"|"Bu"||115|||||||"2987380"|"8174606"
"Soybeans"|"Bu"||35|||||||"2987380"|"8174607"
"Corn"|"Bu"||75|||||||"2993857"|"7895256"
"Pasture"|"AUM"||6|||||||"2993857"|"7895257"
"Corn silage"|"Tons"||15|||||||"2993857"|"7969729"
"Wheat"|"Bu"||30|||||||"2993857"|"7969730"
"Grass-legume hay"|"Tons"||2.5|||||||"2993857"|"8044202"
"Alfalfa hay"|"Tons"||3|||||||"2993857"|"8118674"
"Oats"|"Bu"||55|||||||"2993857"|"8118675"
"Corn"|"Bu"||125|||||||"3065099"|"7951186"
"Soybeans"|"Bu"||40|||||||"3065099"|"7951187"
"Corn silage"|"Tons"||25|||||||"3065099"|"8025659"
"Wheat"|"Bu"||45|||||||"3065099"|"8025660"
"Grass-legume hay"|"Tons"||3.5|||||||"3065099"|"8100132"
"Alfalfa hay"|"Tons"||5|||||||"3065099"|"8174604"
"Pasture"|"AUM"||5.5|||||||"3065099"|"8174605"
"Alfalfa hay"|"Tons"||5.5|||||||"3045669"|"7895254"
