AGLIM1
----------------
GRh    Haplic Greyzem
GY     Gypsisol
GYh    Haplic Gypsisol
GYk    Calcic Gypsisol
GYl    Luvic Gypsisol
GYp    Petric Gypsisol
HS     Histosol
HSf    Fibric Histosol
HSfd   ?-Fibric Histosol
HSi    Gelic Histosol
HSl    Folic Histosol
HSs    Terric Histosol
HSt    Thionic Histosol
KS     Kastanozem
KSh    Haplic Kastanozem
KSk    Calcic Kastanozem
KSkb   ?-Calcic Kastanozem
KSl    Luvic Kastanozem
KSy    Gypsic Kastanozem
LP     Leptosol
LPc
LPd    Dystric Leptosol
LPe    Eutric Leptosol
LPi    Gelic Leptosol
LPk    Rendzic Leptosol
LPm    Mollic Leptosol
LPq    Lithic Leptosol
LPqc   ?-Lithic Leptosol
LPqd   ?-Lithic Leptosol
LPqe   ?-Lithic Leptosol
LPr
LPu    Umbric Leptosol
LV     Luvisol
LVa    Albic Luvisol
LVaa   ?-Albic Luvisol
LVal   ?-Albic Luvisol
LVe
LVf    Ferric Luvisol
LVg    Gleyic Luvisol
LVh    Haplic Luvisol
LVhp   ?-Haplic Luvisol
LVj    Stagnic Luvisol
LVja   ?-Stagnic Luvisol
LVjp   ?-Stagnic Luvisol
LVk    Calcic Luvisol
LVo
LVv    Vertic Luvisol
LVx    Chromic Luvisol
LVxp   ?-Chromic Luvisol
LVxv   ?-Chromic Luvisol
LX     Lixisol
LXa    Albic Lixisol
LXf    Ferric Lixisol
LXg    Gleyic Lixisol
LXh    Haplic Lixisol
LXj    Stagnic Lixisol
LXp    Plinthic Lixisol
MGd
NT     Nitisol
NTh    Haplic Nitisol
NTr    Rhodic Nitisol
NTu    Humic Nitisol
PD     Podzoluvisol
PDd    Dystric Podzoluvisol
PDe    Eutric Podzoluvisol
PDg    Gleyic Podzoluvisol
PDi    Gelic Podzoluvisol
PDj    Stagnic Podzoluvisol
PFg
PH     Phaeozem
PHc    Calcaric Phaeozem
PHg    Gleyic Phaeozem
PHh    Haplic Phaeozem
PHhv   ?-Haplic Phaeozem
PHi
PHj    Stagnic Phaeozem
PHjv   ?-Stagnic Phaeozem
PHl    Luvic Phaeozem
PHlv   ?-Luvic Phaeozem
PL     Planosol
PLd    Dystric Planosol
PLe    Eutric Planosol
PLev   ?-Eutric Planosol
PLi    Gelic Planosol
PLm    Mollic Planosol
PLu    Umbric Planosol
PT     Plinthosol
PTa    Albic Plinthosol
PTd    Dystric Plinthosol
PTe    Eutric Plinthosol
PTu    Humic Plinthosol
PZ     Podzol
PZb    Cambic Podzol
PZc    Carbic Podzol
PZf    Ferric Podzol
PZg    Gleyic Podzol
PZh    Haplic Podzol
PZha   ?-Haplic Podzol
PZi    Gelic Podzol
RG     Regosol
RGc    Calcaric Regosol
RGd    Dystric Regosol
RGe    Eutric Regosol
RGep   ?-Eutric Regosol
RGi    Gelic Regosol
RGu    Umbric Regosol
RGy    Gypsic Regosol
Rge
SC     Solonchak
SCg    Gleyic Solonchak
SCh    Haplic Solonchak
SCi    Gelic Solonchak
SCk    Calcic Solonchak
SCm    Mollic Solonchak
SCn    Sodic Solonchak
SCy    Gypsic Solonchak
SN     Solonetz
SNg    Gleyic Solonetz
SNh    Haplic Solonetz
SNj    Stagnic Solonetz
SNk    Calcic Solonetz
SNm    Mollic Solonetz
SNy    Gypsic Solonetz
VR     Vertisol
VRd    Dystric Vertisol
VRe    Eutric Vertisol
VReg   ?-Eutric Vertisol
VRej   ?-Eutric Vertisol
VRen   ?-Eutric Vertisol
VRk    Calcic Vertisol
VRy    Gypsic Vertisol
1 11   Town
2 22   Soil disturbed by man
3 33   Water body
4 44   Marsh
5 55   Glacier
6 66   Rock outcrops
       No information
---------------------------------------------------------------------------
FAO90-LEV1
----------------
AC   Acrisol
AL   Alisol
AN   Andosol
AR   Arenosol
AT   Anthrosol
CH   Chernozem
CL   Calcisol
CM   Cambisol
FL   Fluvisol
FR   Ferralsol
GL   Gleysol
GR   Greyzem
GY   Gypsisol
HS   Histosol
KS   Kastanozem
LP   Leptosol
LV   Luvisol
LX   Lixisol
NT   Nitisol
PD   Podzoluvisol
PH   Phaeozem
PL   Planosol
PT   Plinthosol
PZ   Podzol
RG   Regosol
SC   Solonchak
SN   Solonetz
VR   Vertisol
1    Town
2    Soil disturbed by man
3    Water body
4    Marsh
5    Glacier
6    Rock outcrops
     No information
---------------------------------------------------------------------------
FAO90-LEV2
----------------
AC    Acrisol
ACf   Ferric Acrisol
ACg   Gleyic Acrisol
ACh   Haplic Acrisol
ACp   Plinthic Acrisol
ACu   Humic Acrisol
AL    Alisol
ALf   Ferric Alisol
ALg   Gleyic Alisol
ALh   Haplic Alisol
ALj   Stagnic Alisol
ALp   Plinthic Alisol
ALu   Humic Alisol
AN    Andosol
ANg   Gleyic Andosol
ANh   Haplic Andosol
ANi   Gelic Andosol
ANm   Mollic Andosol
ANu   Umbric Andosol
AR    Arenosol
ARa   Albic Arenosol
ARb   Cambic Arenosol
ARc   Calcaric Arenosol
ARg   Gleyic Arenosol
ARh   Haplic Arenosol
ARl   Luvic Arenosol
ARo   Ferralic Arenosol
AT    Anthrosol
ATa   Aric Anthrosol
ATc   Cumulic Anthrosol
ATf   Fimic Anthrosol
ATu   Urbic Anthrosol
CH    Chernozem
CHg   Gleyic Chernozem
CHh   Haplic Chernozem
CHk   Calcic Chernozem
CHl   Luvic Chernozem
CHw   Glossic Chernozem
CL    Calcisol
CLh   Haplic Calcisol
CLl   Luvic Calcisol
CLp   Petric Calcisol
CM    Cambisol
CMc   Calcaric Cambisol
CMd   Dystric Cambisol
CMe   Eutric Cambisol
CMg   Gleyic Cambisol
CMi   Gelic Cambisol
CMj   Stagnic Cambisol
CMo   Ferralic Cambisol
CMu   Humic Cambisol
CMv   Vertic Cambisol
CMx   Chromic Cambisol
FL    Fluvisol
FLc   Calcaric Fluvisol
FLd   Dystric Fluvisol
FLe   Eutric Fluvisol
FLm   Mollic Fluvisol
FLs   Salic Fluvisol
FLt   Thionic Fluvisol
FLu   Umbric Fluvisol
FR    Ferralsol
FRg   Geric Ferralsol
FRh   Haplic Ferralsol
FRp   Plinthic Ferralsol
FRr   Rhodic Ferralsol
FRu   Humic Ferralsol
FRx   Xanthic Ferralsol
GL    Gleysol
GLa   Andic Gleysol
GLd   Dystric Gleysol
GLe   Eutric Gleysol
GLi   Gelic Gleysol
GLk   Calcic Gleysol
GLm   Mollic Gleysol
GLt   Thionic Gleysol
GLu   Umbric Gleysol
GR    Greyzem
GRg   Gleyic Greyzem
GRh   Haplic Greyzem
GY    Gypsisol
GYh   Haplic Gypsisol
GYk   Calcic Gypsisol
GYl   Luvic Gypsisol
GYp   Petric Gypsisol
HS    Histosol
HSf   Fibric Histosol
HSi   Gelic Histosol
HSl   Folic Histosol
HSs   Terric Histosol
HSt   Thionic Histosol
KS    Kastanozem
KSh   Haplic Kastanozem
KSk   Calcic Kastanozem
KSl   Luvic Kastanozem
KSy   Gypsic Kastanozem
LP    Leptosol
LPd   Dystric Leptosol
LPe   Eutric Leptosol
LPi   Gelic Leptosol
LPk   Rendzic Leptosol
LPm   Mollic Leptosol
LPq   Lithic Leptosol
LPu   Umbric Leptosol
LV    Luvisol
LVa   Albic Luvisol
LVf   Ferric Luvisol
LVg   Gleyic Luvisol
LVh   Haplic Luvisol
LVj   Stagnic Luvisol
LVk   Calcic Luvisol
LVv   Vertic Luvisol
LVx   Chromic Luvisol
LX    Lixisol
LXa   Albic Lixisol
LXf   Ferric Lixisol
LXg   Gleyic Lixisol
LXh   Haplic Lixisol
LXj   Stagnic Lixisol
LXp   Plinthic Lixisol
NT    Nitisol
NTh   Haplic Nitisol
NTr   Rhodic Nitisol
NTu   Humic Nitisol
PD    Podzoluvisol
PDd   Dystric Podzoluvisol
PDe   Eutric Podzoluvisol
PDg   Gleyic Podzoluvisol
PDi   Gelic Podzoluvisol
PDj   Stagnic Podzoluvisol
PH    Phaeozem
PHc   Calcaric Phaeozem
PHg   Gleyic Phaeozem
PHh   Haplic Phaeozem
PHj   Stagnic Phaeozem
PHl   Luvic Phaeozem
PL    Planosol
PLd   Dystric Planosol
PLe   Eutric Planosol
PLi   Gelic Planosol
PLm   Mollic Planosol
PLu   Umbric Planosol
PT    Plinthosol
PTa   Albic Plinthosol
PTd   Dystric Plinthosol
PTe   Eutric Plinthosol
PTu   Humic Plinthosol
PZ    Podzol
PZb   Cambic Podzol
PZc   Carbic Podzol
PZf   Ferric Podzol
PZg   Gleyic Podzol
PZh   Haplic Podzol
PZi   Gelic Podzol
RG    Regosol
RGc   Calcaric Regosol
RGd   Dystric Regosol
RGe   Eutric Regosol
RGi   Gelic Regosol
RGu   Umbric Regosol
RGy   Gypsic Regosol
SC    Solonchak
SCg   Gleyic Solonchak
SCh   Haplic Solonchak
SCi   Gelic Solonchak
SCk   Calcic Solonchak
SCm   Mollic Solonchak
SCn   Sodic Solonchak
SCy   Gypsic Solonchak
SN    Solonetz
SNg   Gleyic Solonetz
SNh   Haplic Solonetz
SNj   Stagnic Solonetz
SNk   Calcic Solonetz
SNm   Mollic Solonetz
SNy   Gypsic Solonetz
VR    Vertisol
VRd   Dystric Vertisol
VRe   Eutric Vertisol
VRk   Calcic Vertisol
VRy   Gypsic Vertisol
1 1   Town
2 2   Soil disturbed by man
3 3   Water body
4 4   Marsh
5 5   Glacier
6 6   Rock outcrops
      No information
---------------------------------------------------------------------------
IL
----------------
0   No information
1   No impermeable layer within 150 cm
2   Impermeable layer between 80 and 150 cm
3   Impermeable layer between 40 and 80 cm
4   Impermeable layer within 40 cm
---------------------------------------------------------------------------
MAT1
----------------
      No information
100   Undifferentiated alluvial deposits (or glacial deposits)
110   River alluvium
111   Old fluviatile deposit (Tertiary)
112   Terraces
113   Lacustrofluvial alluvium
120   Estuarine/Marine alluvium
130   Glaciofluvial deposits
131   Till
140   Glaciofluvial drift
150   Colluvium
200   Calcareous rocks
209   Residuum from calcareous rocks
210   Limestone
211   Primary limestone (Carboniferous)
212   Secondary limestone
213   Tertiary limestone
214   Ferrugineous limestone
215   Hard limestone
216   Soft limestone
217   Marly limestone
218   Chalky limestone
219   Detrital limestone
220   Secondary chalk
230   Marl
231   Secondary marl
232   Tertiary marl
233   Gypseous marl
234   Schistose marl
240   Gypsum
250   Dolomite
300   Clayey materials
310   Old clayey sedimentary deposits
311   Primary clay and sandstone
312   Secondary clay
313   Tertiary clay
314   Pleistocene clay
319   Residuum from old clayey sedimentary deposits
320   Alluvial or glaciofluvial clay
321   Tertiary alluvial clay
322   Glacial clay (Tertiary and Quaternary)
323   Gravelly clay
324   Boulder clay
330   Residual clay from calcareous rocks
331   Clay-with-flints
332   Siderolith formations
333   Calcareous decalcification clay
340   Claystone, mudstone
350   Calcareous clay
400   Sandy materials
410   Old sandy sedimentary deposits
411   Secondary sands
412   Tertiary sands
413   Flint sands
414   Pleistocene sands
419   Residuum from old sandy sedimentary deposits
420   Alluvial or glaciofluvial sands
421   Glacial sands
422   Sandy gravelly materials
429   Residuum from alluvial or glaciofluvial sands
430   Eolian sands
431   Locally sandcover
440   Coastal sands (Dune sands)
441   Shelly coastal sands
442   Non calcareous coastal sands
450   Sandstone
451   Calcareous sandstone (Macigno)
452   Ferrugineous sandstone (Old Red sandstone)
453   Clayey sandstone
454   Soft quartzy sandstone
455   Hard quartzy sandstone
456   Quartzite
457   Schistose sandstone
459   Residuum from sandstone
500   Loamy materials
510   Residual loam
511   Old loam (Touyas)
512   Stony loam
513   Clay loam
514   Sandy loam
520   Eolian loam
521   Loess
522   Thin loess cover
523   Sandy loess
530   Siltstone
539   Residuum from siltstone
600   Detrital formations
610   Arkose
620   Breccia and Puddingstone
630   Flysch and Molasse
640   Ranas
700   Crystalline rocks and migmatites
709   Residuum from crystalline rocks and migmatites
710   Acid crystalline rocks (and migmatites)
711   Granite
712   Diorite, Quartzodiorite
719   Residuum from acid crystalline rocks
720   Non acid crystalline rocks (and migmatites)
721   Syenite
722   Gabbro
723   Serpentine
730   Crystalline metamorphic rocks
731   Gneiss
732   Embrechites
739   Residuum from crystalline metamorphic rocks
740   Schists
741   Micaschists
742   Slates
743   Shales
744   Calcschists
745   Green schists
749   Residuum from schists
750   Other metamorphic rocks
800   Volcanic rocks
809   Residuum from volcanic rocks
810   Acid volcanic rocks
819   Residuum from acid volcanic rocks
820   Basic volcanic rocks
821   Phonolites
822   Basalt
823   Andesite
824   Rhyolite
825   Volcanic tuff
830   Volcanic slag
900   Other rocks
901   Sedimentary rocks
902   Sedimentary, metamorphic and eruptive rocks
910   Organic materials
---------------------------------------------------------------------------
MAT11
----------------
    No information
1   Undifferentiated alluvial deposits (or glacial deposits)
2   Calcareous rocks
3   Clayey materials
4   Sandy materials
5   Loamy materials
6   Detrital formations
7   Crystalline rocks and migmatites
8   Volcanic rocks
9   Other rocks
---------------------------------------------------------------------------
MAT12
----------------
     No information
10   Undifferentiated alluvial deposits (or glacial deposits)
11   River alluvium
12   Estuarine/Marine alluvium
13   Glaciofluvial deposits
14   Glaciofluvial drift
15   Colluvium
20   Calcareous rocks
21   Limestone
22   Secondary chalk
23   Marl
24   Gypsum
25   Dolomite
30   Clayey materials
31   Old clayey sedimentary deposits
32   Alluvial or glaciofluvial clay
33   Residual clay from calcareous rocks

34   Claystone, mudstone
35   Calcareous clay
40   Sandy materials
41   Old sandy sedimentary deposits
42   Alluvial or glaciofluvial sands
43   Eolian sands
44   Coastal sands (Dune sands)
45   Sandstone
50   Loamy materials
51   Residual loam
52   Eolian loam
53   Siltstone
60   Detrital formations
61   Arkose
62   Breccia and Puddingstone
63   Flysch and Molasse
64   Ranas
70   Crystalline rocks and migmatites
71   Acid crystalline rocks (and migmatites)
72   Non acid crystalline rocks (and migmatites)
73   Crystalline metamorphic rocks
74   Schists
75   Other metamorphic rocks
80   Volcanic rocks
81   Acid volcanic rocks
82   Basic volcanic rocks
83   Volcanic slag
90   Other rocks
91   Organic materials
---------------------------------------------------------------------------
MAT2
----------------
      No information
100   Undifferentiated alluvial deposits (or glacial deposits)
110   River alluvium
111   Old fluviatile deposit (Tertiary)
112   Terraces
113   Lacustrofluvial alluvium
120   Estuarine/Marine alluvium
130   Glaciofluvial deposits
131   Till
140   Glaciofluvial drift
150   Colluvium
200   Calcareous rocks
209   Residuum from calcareous rocks
210   Limestone
211   Primary limestone (Carboniferous)
212   Secondary limestone
213   Tertiary limestone
214   Ferrugineous limestone
215   Hard limestone
216   Soft limestone
217   Marly limestone
218   Chalky limestone
219   Detrital limestone
220   Secondary chalk
230   Marl
231   Secondary marl
232   Tertiary marl
233   Gypseous marl
234   Schistose marl
240   Gypsum
250   Dolomite
300   Clayey materials
310   Old clayey sedimentary deposits
311   Primary clay and sandstone
312   Secondary clay
313   Tertiary clay
314   Pleistocene clay
319   Residuum from old clayey sedimentary deposits
320   Alluvial or glaciofluvial clay
321   Tertiary alluvial clay
322   Glacial clay (Tertiary and Quaternary)
323   Gravelly clay
324   Boulder clay
330   Residual clay from calcareous rocks
331   Clay-with-flints
332   Siderolith formations
333   Calcareous decalcification clay
340   Claystone, mudstone
350   Calcareous clay
400   Sandy materials
410   Old sandy sedimentary deposits
411   Secondary sands
412   Tertiary sands
413   Flint sands
414   Pleistocene sands
419   Residuum from old sandy sedimentary deposits
420   Alluvial or glaciofluvial sands
421   Glacial sands
422   Sandy gravelly materials
429   Residuum from alluvial or glaciofluvial sands
430   Eolian sands
431   Locally sandcover
440   Coastal sands (Dune sands)
441   Shelly coastal sands
442   Non calcareous coastal sands
450   Sandstone
451   Calcareous sandstone (Macigno)
452   Ferrugineous sandstone (Old Red sandstone)
453   Clayey sandstone
454   Soft quartzy sandstone
455   Hard quartzy sandstone
456   Quartzite
457   Schistose sandstone
459   Residuum from sandstone
500   Loamy materials
510   Residual loam
511   Old loam (Touyas)
512   Stony loam
513   Clay loam
514   Sandy loam
520   Eolian loam
521   Loess
522   Thin loess cover
523   Sandy loess
530   Siltstone
539   Residuum from siltstone
600   Detrital formations
610   Arkose
620   Breccia and Puddingstone
630   Flysch and Molasse
640   Ranas
700   Crystalline rocks and migmatites
709   Residuum from crystalline rocks and migmatites
710   Acid crystalline rocks (and migmatites)
711   Granite
712   Diorite, Quartzodiorite
719   Residuum from acid crystalline rocks
720   Non acid crystalline rocks (and migmatites)
721   Syenite
722   Gabbro
723   Serpentine
730   Crystalline metamorphic rocks
731   Gneiss
732   Embrechites
739   Residuum from crystalline metamorphic rocks
740   Schists
741   Micaschists
742   Slates
743   Shales
744   Calcschists
745   Green schists
749   Residuum from schists
750   Other metamorphic rocks
800   Volcanic rocks
809   Residuum from volcanic rocks
810   Acid volcanic rocks
819   Residuum from acid volcanic rocks
820   Basic volcanic rocks
821   Phonolites
822   Basalt
823   Andesite
824   Rhyolite
825   Volcanic tuff
830   Volcanic slag
900   Other rocks
901   Sedimentary rocks
902   Sedimentary, metamorphic and eruptive rocks
910   Organic materials
---------------------------------------------------------------------------
MAT21
----------------
    No information
1   Undifferentiated alluvial deposits (or glacial deposits)
2   Calcareous rocks
3   Clayey materials
4   Sandy materials
5   Loamy materials
6   Detrital formations
7   Crystalline rocks and migmatites
8   Volcanic rocks
9   Other rocks
---------------------------------------------------------------------------
MAT22
----------------
     No information
10   Undifferentiated alluvial deposits (or glacial deposits)
11   River alluvium
12   Estuarine/Marine alluvium
13   Glaciofluvial deposits
14   Glaciofluvial drift
15   Colluvium
20   Calcareous rocks
21   Limestone
22   Secondary chalk
23   Marl
24   Gypsum
25   Dolomite
30   Clayey materials
31   Old clayey sedimentary deposits
32   Alluvial or glaciofluvial clay
33   Residual clay from calcareous rocks
34   Claystone, mudstone
35   Calcareous clay
40   Sandy materials
41   Old sandy sedimentary deposits
42   Alluvial or glaciofluvial sands
43   Eolian sands
44   Coastal sands (Dune sands)
45   Sandstone
50   Loamy materials
51   Residual loam
52   Eolian loam
53   Siltstone
60   Detrital formations
61   Arkose
62   Breccia and Puddingstone
63   Flysch and Molasse
64   Ranas
70   Crystalline rocks and migmatites
71   Acid crystalline rocks (and migmatites)
72   Non acid crystalline rocks (and migmatites)
73   Crystalline metamorphic rocks
74   Schists
75   Other metamorphic rocks
80   Volcanic rocks
81   Acid volcanic rocks
82   Basic volcanic rocks
83   Volcanic slag
90   Other rocks
91   Organic materials
---------------------------------------------------------------------------
NON-SOIL
----------------
0   SMU is dominantly covered by soil
1   SMU is dominantly covered by non-soil
---------------------------------------------------------------------------
PAR-MAT-DOM
----------------
   0   No information
1000   consolidated-clastic-sedimentary rocks
1100   psephite or rudite
1110   conglomerate
1111   pudding stone
1120   breccia
1200   psammite or arenite
1210   sandstone
1211   calcareous sandstone
1212   ferruginous sandstone
1213   clayey sandstone
1214   quartzitiic sandstone/orthoquartzite
1215   micaceous sandstone
1220   arkose
1230   graywacke
1231   feldspathic graywacke
1300   pelite, lutite or argilite
1310   claystone/mudstone
1311   kaolinite
1312   bentonite
1320   siltstone
1400   facies bound rock
1410   flysch
1411   sandy flisch
1412   clayey and silty flysch
1413   conglomeratic flysch
1420   molasse
2000   sedimentary rocks (chemically precipitated,
       evaporated, or organogenic or biogenic in origin)
2100   calcareous rocks
2110   limestone
2111   hard limestone
2112   soft limestone
2113   marly limestone
2114   chalky limestone
2115   detrital limestone
2116   carbonaceous limestone
2117   lacustrine or freshwater limestone
2118   travertine/calcareous sinter
2119   cavernous limestone
2120   dolomite
2121   cavernous dolomite
2122   calcareous dolomite
2130   marlstone
2140   marl
2141   chalk marl
2142   gypsiferous marl
2150   chalk
2200   evaporites
2210   gypsum
2220   anhydrite
2230   halite
2300   siliceous rocks
2310   chert, hornstone, flint
2320   diatomite/radiolarite
3000   igneous rocks
3100   acid to intermediate plutonic rocks
3110   granite
3120   granodiorite
3130   diorite
3131   quartz diorite
3132   gabbro diorite
3140   syenite
3200   basic plutonic rocks
3210   gabbro
3300   ultrabasic plutonic rocks
3310   peridotite
3320   pyroxenite
3400   acid to intermediate volcanic rocks
3410   rhyolite
3411   obsidian
3412   quartz porphyrite
3420   dacite
3430   andesite
3431   porphyrite (interm,)
3440   phonolite
3441   tephritic phonolite
3450   trachyte
3500   basic to ultrabasic volcanic rocks
3510   basalt
3520   diabase
3530   pikrite
3600   dike rocks
3610   aplite
3620   pegmatite
3630   lamprophyre
3700   pyroclastic rocks (tephra)
3710   tuff/tuffstone
3711   agglomeratic tuff
3712   block tuff
3713   lapilli tuff
3720   tuffite
3721   sandy tuffite
3722   silty tuffite
3723   clayey tuffite
3730   volcanic scoria/volcanic breccia
3740   volcanic ash
3750   ignimbrite
3760   pumice
4000   metamorphic rocks
4100   weakly metamorphic rocks
4110   (meta-)shale/argilite
4120   slate
4121   graphitic slate
4200   acid regional metamorphic rocks
4210   (meta-)quartzite
4211   quartzite schist
4220   phyllite
4230   micaschist
4240   gneiss
4250   granulite (sensu stricto)
4260   migmatite
4300   basic regional metamorphic rocks
4310   greenschist
4311   prasinite
4312   chlorite
4313   talc schist
4320   amphibolite
4330   eclogite
4400   ultrabasic regional metamorphic rocks
4410   serpentinite
4411   greenstone
4500   calcareous regional metamorphic rocks
4510   marble
4520   calcschist, skam
4600   rocks formed by contact metamorphism
4610   contact slate
4611   nodular slate
4620   hornfels
4630   calsilicate rocks
4700   tectogenetic metamorphism rocks or cataclasmic
       metamorphism
4710   tectonic breccia
4720   cataclasite
4730   mylonite
5000   unconsolidated deposits (alluvium, weathering
       residuum and slope deposits)
5100   marine and estuarine sands
5110   pre-quaternary sand
5111   tertiary sand
5120   quaternary sand
5121   holocene coastal sand with shells
5122   delta sand
5200   marine and estuarine clays and silts
5210   pre-quaternary clay and silt
5211   tertiary clay
5212   tertiary silt
5220   quaternary clay and silt
5221   holocene clay
5222   holocene silt
5300   fluvial sands and gravels
5310   river terrace sand or gravel
5311   river terrace sand
5312   river terrace gravel
5320   floodplain sand or gravel
5321   floodplain sand
5322   floodplain gravel
5400   fluvial clays, silts and loams
5410   river clay and silt
5411   terrace clay and silt
5412   floodplain clay and silt
5420   river loam
5421   terrace loam
5430   overbank deposit
5431   floodplain clay and silt
5432   floodplain loam
5500   lake deposits
5510   lake sand and delta sand
5520   lake marl, bog lime
5530   lake silt
5600   residual and redeposited loams from silicate rocks
5610   residual loam
5611   stony loam
5612   clayey loam
5620   redeposited loam
5621   running-ground
5700   residual and redeposited clays from calcareous
       rocks
5710   residual clay
5711   clay with flints
5712   ferruginous residual clay
5713   calcareous clay
5714   non-calcareous clay
5715   marly clay
5720   redeposited clay
5721   stony clay
5800   slope deposits
5810   slope-wash alluvium
5820   colluvial deposit
5830   talus scree
5831   stratified slope deposits
6000   unconsolidated glacial deposits/glacial drift
6100   morainic deposits
6110   glacial till
6111   boulder clay
6120   glacial debris
6200   glaciofluvial deposits
6210   outwash sand, glacial sand
6220   outwash gravels glacial gravels
6300   glaciolacustrine deposits
6310   varves
7000   eolian deposits
7100   loess
7110   loamy loess
7120   sandy loess
7200   eolian sands
7210   dune sand
7220   cover sand
8000   organic materials
8100   peat (mires)
8110   rainwater fed moor peat (raised bog)
8111   folic peat
8112   fibric peat
8113   terric peat
8120   groundwater fed bog peat
8200   slime and ooze deposits
8210   gyttja, sapropel
8300   carbonaceaous rocks (caustobiolite)
8310   lignite (brown coal)
8320   hard coal
8330   anthracite
9000   anthropogenic deposits
9100   redeposited natural materials
9110   sand and gravel fill
9120   loamy fill
9200   dump deposits
9210   rubble/rubbish
9220   industrial ashes and slag
9230   industrial sludge
9240   industrial waste
9300   anthropogenic organic materials
---------------------------------------------------------------------------
PAR-MAT-DOM1
----------------
0   No information
1   consolidated-clastic-sedimentary rocks
2   sedimentary rocks (chemically precipitated,
    evaporated, or organogenic or biogenic in origin)
3   igneous rocks
4   metamorphic rocks
5   unconsolidated deposits (alluvium, weathering
    residuum and slope deposits)
6   unconsolidated glacial deposits/glacial drift
7   eolian deposits
8   organic materials
9   anthropogenic deposits
---------------------------------------------------------------------------
PAR-MAT-DOM2
----------------
 0   No information
10   consolidated-clastic-sedimentary rocks
11   psephite or rudite
12   psammite or arenite
13   pelite, lutite or argilite
14   facies bound rock
20   sedimentary rocks (chemically precipitated,
     evaporated, or organogenic or biogenic in origin)
21   calcareous rocks
22   evaporites
23   siliceous rocks
30   igneous rocks
31   acid to intermediate plutonic rocks
32   basic plutonic rocks
33   ultrabasic plutonic rocks
34   acid to intermediate volcanic rocks
35   basic to ultrabasic volcanic rocks
36   dike rocks
37   pyroclastic rocks (tephra)
40   metamorphic rocks
41   weakly metamorphic rocks
42   acid regional metamorphic rocks
43   basic regional metamorphic rocks
44   ultrabasic regional metamorphic rocks
45   calcareous regional metamorphic rocks
46   rocks formed by contact metamorphism
47   tectogenetic metamorphism rocks or cataclasmic
     metamorphism
50   unconsolidated deposits (alluvium, weathering
     residuum and slope deposits)
51   marine and estuarine sands
52   marine and estuarine clays and silts
53   fluvial sands and gravels
54   fluvial clays, silts and loams
55   lake deposits
56   residual and redeposited loams from silicate rocks
57   residual and redeposited clays from calcareous
     rocks
58   slope deposits
60   unconsolidated glacial deposits/glacial drift
61   morainic deposits
62   glaciofluvial deposits
63   glaciolacustrine deposits
70   eolian deposits
71   loess
72   eolian sands
80   organic materials
81   peat (mires)
82   slime and ooze deposits
83   carbonaceaous rocks (caustobiolite)
90   anthropogenic deposits
91   redeposited natural materials
92   dump deposits
93   anthropogenic organic materials
---------------------------------------------------------------------------
PAR-MAT-DOM3
----------------
  0   No information
100   consolidated-clastic-sedimentary rocks
110   psephite or rudite
111   conglomerate
112   breccia
120   psammite or arenite
121   sandstone
122   arkose
123   graywacke
130   pelite, lutite or argilite
131   claystone/mudstone
132   siltstone
140   facies bound rock
141   flysch
142   molasse
200   sedimentary rocks (chemically precipitated,
      evaporated, or organogenic or biogenic in origin)
210   calcareous rocks
211   limestone
212   dolomite
213   marlstone
214   marl
215   chalk
220   evaporites
221   gypsum
222   anhydrite
223   halite
230   siliceous rocks
231   chert, hornstone, flint
232   diatomite/radiolarite
300   igneous rocks
310   acid to intermediate plutonic rocks
311   granite
312   granodiorite
313   diorite
314   syenite
320   basic plutonic rocks
321   gabbro
330   ultrabasic plutonic rocks
331   peridotite
332   pyroxenite
340   acid to intermediate volcanic rocks
341   rhyolite
342   dacite
343   andesite
344   phonolite
345   trachyte
350   basic to ultrabasic volcanic rocks
351   basalt
352   diabase
353   pikrite
360   dike rocks
361   aplite
362   pegmatite
363   lamprophyre
370   pyroclastic rocks (tephra)
371   tuff/tuffstone
372   tuffite
373   volcanic scoria/volcanic breccia
374   volcanic ash
375   ignimbrite
376   pumice
400   metamorphic rocks
410   weakly metamorphic rocks
411   (meta-)shale/argilite
412   slate
420   acid regional metamorphic rocks
421   (meta-)quartzite
422   phyllite
423   micaschist
424   gneiss
425   granulite (sensu stricto)
426   migmatite
430   basic regional metamorphic rocks
431   greenschist
432   amphibolite
433   eclogite
440   ultrabasic regional metamorphic rocks
441   serpentinite
450   calcareous regional metamorphic rocks
451   marble
452   calcschist, skam
460   rocks formed by contact metamorphism
461   contact slate
462   hornfels
463   calsilicate rocks
470   tectogenetic metamorphism rocks or cataclasmic
      metamorphism
471   tectonic breccia
472   cataclasite
473   mylonite
500   unconsolidated deposits (alluvium, weathering
      residuum and slope deposits)
510   marine and estuarine sands
511   pre-quaternary sand
512   quaternary sand
520   marine and estuarine clays and silts
521   pre-quaternary clay and silt
522   quaternary clay and silt
530   fluvial sands and gravels
531   river terrace sand or gravel
532   floodplain sand or gravel
540   fluvial clays, silts and loams
541   river clay and silt
542   river loam
543   overbank deposit
550   lake deposits
551   lake sand and delta sand
552   lake marl, bog lime
553   lake silt
560   residual and redeposited loams from silicate rocks
561   residual loam
562   redeposited loam
570   residual and redeposited clays from calcareous
      rocks
571   residual clay
572   redeposited clay
580   slope deposits
