ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Stream discharge (m^3/yr),Stream discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_202010_21_Tunnel_Creek_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,21_Tunnel_Creek,289.26,2355499.0,814.3189518080619,1378409.0,476.52941989905275,112.8,389.96058908940057,71.2,246.14533637557906,186.2,643.7115397911913,1.012,223.5,0.77266127359469,0.125,23.275,80.46394247389891
lt_202010_21_Tunnel_Creek_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,21_Tunnel_Creek,289.26,2635853.0,911.2400608449146,1621789.0,560.6682569314803,24.2,83.66175758832884,85.7,296.27324898015627,110.4,381.66355527898776,1.005,129.7,0.4483855355043905,0.1604,17.70816,61.21883426674964
lt_202010_21_Tunnel_Creek_Thinn85,Thinn85,21_Tunnel_Creek,289.26,2635853.0,911.2400608449146,1494129.0,516.5349512549263,1.4,4.839936389407454,79.2,273.80211574362164,80.8,279.3334716172302,1.002,4571.6,15.804466569867941,0.1895,15.3116,52.93369287146512
lt_202010_21_Tunnel_Creek_Thinn93,Thinn93,21_Tunnel_Creek,289.26,2635853.0,911.2400608449146,1493397.0,516.2818917237088,1.3,4.494226647306921,79.2,273.80211574362164,80.7,278.98776187512965,1.002,96.8,0.33464703035331533,0.1895,15.29265,52.86818087533707
lt_202010_21_Tunnel_Creek_Thinn96,Thinn96,21_Tunnel_Creek,289.26,2635853.0,911.2400608449146,1492976.0,516.1363479222845,1.3,4.494226647306921,79.2,273.80211574362164,80.6,278.6420521330291,1.002,96.1,0.33222706215861164,0.1895,15.2737,52.80266887920902
lt_202010_22_Unnamed_creek_at_Sand_Harbor_CurCond,CurCond,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1082133.0,498.5409564175804,0.2,0.9214042200313277,48.1,221.59771491753432,48.1,221.59771491753432,0.994,58.1,0.2676679259191007,0.19080000000000003,9.177480000000001,42.28084400626555
lt_202010_22_Unnamed_creek_at_Sand_Harbor_HighSev,HighSev,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1386573.0,638.7971067907491,781.8,3601.76909610246,60.7,279.646180779508,875.0,4031.1434626370587,1.039,970.6,4.471574679812034,0.07150000000000001,62.56250000000001,288.2267575785497
lt_202010_22_Unnamed_creek_at_Sand_Harbor_LowSev,LowSev,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1209293.0,557.1238367271723,6.5,29.94563715101815,53.4,246.0149267483645,59.9,275.96056389938263,0.998,71.8,0.33078411499124666,0.175,10.4825,48.293098682391964
lt_202010_22_Unnamed_creek_at_Sand_Harbor_ModSev,ModSev,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1304278.0,600.88362664701,94.7,436.2848981848337,57.3,263.9823090389754,155.7,717.3131852943886,1.024,177.6,0.818206947387819,0.1076,16.75332,77.18289873767621
lt_202010_22_Unnamed_creek_at_Sand_Harbor_PrescFire,PrescFire,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1135839.0,523.2834239380817,3.4,15.66387174053257,50.4,232.19386344789459,53.8,247.85773518842717,1.001,64.7,0.2980742651801345,0.1826,9.82388,45.25882244540681
lt_202010_22_Unnamed_creek_at_Sand_Harbor_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1284401.0,591.7262508062287,32.1,147.8853773150281,56.2,258.91458582880307,86.5,398.50732516354924,0.98,101.5,0.46761264166589883,0.1579,13.65835,62.92430664332443
lt_202010_22_Unnamed_creek_at_Sand_Harbor_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,22_Unnamed_creek_at_Sand_Harbor,217.06,1767577.0,814.3264535151571,1047010.0,482.35971620750024,112.3,517.3684695475905,43.6,200.86611996682944,156.8,722.3809085045609,1.006,8474721.9,39043.22261125956,0.1306,20.478080000000002,94.34294665069567
lt_202010_22_Unnamed_creek_at_Sand_Harbor_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1280307.0,589.8401363678246,21.5,99.05095365336773,56.0,257.99318160877175,77.6,357.5048373721552,1.0,91.6,0.4220031327743481,0.17270000000000002,13.401520000000001,61.74108541417121
lt_202010_22_Unnamed_creek_at_Sand_Harbor_Thinn85,Thinn85,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1182619.0,544.8350686446144,0.8,3.685616880125311,52.5,241.86860775822353,53.1,244.63282041831752,0.996,64.1,0.2953100525200405,0.1905,10.11555,46.60255228968949
lt_202010_22_Unnamed_creek_at_Sand_Harbor_Thinn93,Thinn93,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1181954.0,544.528701741454,0.6,2.764212660093983,52.4,241.40790564820787,53.1,244.63282041831752,1.0,64.1,0.2953100525200405,0.1895,10.06245,46.357919469271174
lt_202010_22_Unnamed_creek_at_Sand_Harbor_Thinn96,Thinn96,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,1181613.0,544.3716023219387,0.6,2.764212660093983,52.4,241.40790564820787,53.0,244.17211830830186,1.0,64.1,0.2953100525200405,0.1905,10.0965,46.514788537731505
lt_202010_23_Intervening_Area_Sand_Harbor_1_CurCond,CurCond,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,227669.0,471.1692880794702,0.0,0.0,7.2,149.0066225165563,7.2,149.0066225165563,1.001,9.1,0.18832781456953643,0.19180000000000003,1.3809600000000002,28.5794701986755
lt_202010_23_Intervening_Area_Sand_Harbor_1_HighSev,HighSev,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,325447.0,673.5244205298013,580.3,12009.519867549669,9.9,204.8841059602649,639.4,13232.615894039734,1.083,704.9,14.588162251655628,0.141,90.15539999999999,1865.7988410596022
lt_202010_23_Intervening_Area_Sand_Harbor_1_LowSev,LowSev,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,285033.0,589.8861754966888,3.1,64.15562913907284,8.8,182.11920529801324,12.0,248.34437086092714,1.002,14.5,0.30008278145695366,0.1759,2.1108000000000002,43.68377483443709
lt_202010_23_Intervening_Area_Sand_Harbor_1_ModSev,ModSev,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,305727.0,632.7131622516556,95.5,1976.4072847682119,9.4,194.5364238410596,109.6,2268.2119205298013,1.045,122.0,2.524834437086093,0.1429,15.66184,324.1274834437086
lt_202010_23_Intervening_Area_Sand_Harbor_1_PrescFire,PrescFire,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,264359.0,547.1005794701987,2.3,47.59933774834437,8.2,169.7019867549669,10.6,219.3708609271523,1.003,12.9,0.2669701986754967,0.1781,1.88786,39.06995033112583
lt_202010_23_Intervening_Area_Sand_Harbor_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,297678.0,616.0554635761589,80.3,1661.8377483443708,9.0,186.25827814569536,89.7,1856.3741721854306,1.004,100.1,2.0716059602649004,0.1365,12.244050000000001,253.3950745033113
lt_202010_23_Intervening_Area_Sand_Harbor_1_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,23_Intervening_Area_Sand_Harbor_1,48.32,309634.0,640.7988410596026,154329.0,319.38948675496687,43.7,904.3874172185431,4.1,84.85099337748345,49.7,1028.5596026490066,1.039,55.4,1.146523178807947,0.13870000000000002,6.893390000000001,142.66121688741725
lt_202010_23_Intervening_Area_Sand_Harbor_1_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,297310.0,615.2938741721854,80.3,1661.8377483443708,9.0,186.25827814569536,89.7,1856.3741721854306,1.004,100.1,2.0716059602649004,0.1365,12.244050000000001,253.3950745033113
lt_202010_23_Intervening_Area_Sand_Harbor_1_Thinn85,Thinn85,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,275919.0,571.0244205298013,0.5,10.347682119205299,8.6,177.98013245033113,9.1,188.32781456953643,1.005,11.4,0.2359271523178808,0.18960000000000002,1.72536,35.70695364238411
lt_202010_23_Intervening_Area_Sand_Harbor_1_Thinn93,Thinn93,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,275852.0,570.885761589404,0.3,6.208609271523179,8.6,177.98013245033113,8.9,184.1887417218543,1.003,11.1,0.2297185430463576,0.1912,1.70168,35.216887417218544
lt_202010_23_Intervening_Area_Sand_Harbor_1_Thinn96,Thinn96,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,275833.0,570.846440397351,0.2,4.139072847682119,8.6,177.98013245033113,8.9,184.1887417218543,1.003,11.1,0.2297185430463576,0.1912,1.70168,35.216887417218544
lt_202010_23_Intervening_Area_Sand_Harbor_2_CurCond,CurCond,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,119759.0,516.6479723899914,1.8,77.65314926660915,2.1,90.59534081104401,3.9,168.24849007765314,1.001,4.9,0.2113891285591027,0.1751,0.68289,29.460310612597066
lt_202010_23_Intervening_Area_Sand_Harbor_2_HighSev,HighSev,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,143055.0,617.1484037963762,38.1,1643.658326143227,2.4,103.53753235547886,40.8,1760.1380500431408,1.008,45.6,1.9672131147540985,0.1584,6.46272,278.8058671268335
lt_202010_23_Intervening_Area_Sand_Harbor_2_LowSev,LowSev,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,123627.0,533.334771354616,4.0,172.5625539257981,2.1,90.59534081104401,6.1,263.1578947368421,1.001,7.3,0.31492666091458155,0.1678,1.02358,44.1578947368421
lt_202010_23_Intervening_Area_Sand_Harbor_2_ModSev,ModSev,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,129714.0,559.5944779982743,11.3,487.48921484037965,2.2,94.90940465918895,13.6,586.7126833477136,1.004,15.6,0.6729939603106125,0.1625,2.21,95.34081104400346
lt_202010_23_Intervening_Area_Sand_Harbor_2_PrescFire,PrescFire,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,120238.0,518.7144089732528,0.7,30.19844693701467,2.1,90.59534081104401,2.7,116.47972389991372,1.001,3.6,0.15530629853321828,0.18330000000000002,0.49491000000000007,21.350733390854188
lt_202010_23_Intervening_Area_Sand_Harbor_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,129714.0,559.5944779982743,11.3,487.48921484037965,2.2,94.90940465918895,13.6,586.7126833477136,1.004,15.6,0.6729939603106125,0.1625,2.21,95.34081104400346
lt_202010_23_Intervening_Area_Sand_Harbor_2_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,23_Intervening_Area_Sand_Harbor_2,23.18,148519.0,640.7204486626403,70641.0,304.7497842968076,2.4,103.53753235547886,1.0,43.14063848144953,3.4,146.6781708369284,1.005,4.1,0.17687661777394303,0.16660000000000003,0.56644,24.436583261432272
lt_202010_23_Intervening_Area_Sand_Harbor_2_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,124635.0,537.6833477135461,4.0,172.5625539257981,2.1,90.59534081104401,6.1,263.1578947368421,1.001,7.3,0.31492666091458155,0.1678,1.02358,44.1578947368421
lt_202010_23_Intervening_Area_Sand_Harbor_2_Thinn85,Thinn85,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,121342.0,523.4771354616048,1.8,77.65314926660915,2.0,86.28127696289906,3.9,168.24849007765314,1.001,4.9,0.2113891285591027,0.1751,0.68289,29.460310612597066
lt_202010_23_Intervening_Area_Sand_Harbor_2_Thinn93,Thinn93,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,121325.0,523.4037963761864,1.8,77.65314926660915,2.0,86.28127696289906,3.9,168.24849007765314,1.001,4.9,0.2113891285591027,0.1751,0.68289,29.460310612597066
lt_202010_23_Intervening_Area_Sand_Harbor_2_Thinn96,Thinn96,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,121315.0,523.360655737705,1.8,77.65314926660915,2.0,86.28127696289906,3.9,168.24849007765314,1.001,4.9,0.2113891285591027,0.1751,0.68289,29.460310612597066
lt_202010_23_Intervening_Area_Sand_Harbor_3_CurCond,CurCond,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,153914.0,522.9833503227999,29.5,1002.3785253143052,8.4,285.4230377166157,38.0,1291.199456337071,1.002,42.5,1.4441046551138295,0.18370000000000003,6.980600000000001,237.19334012911997
lt_202010_23_Intervening_Area_Sand_Harbor_3_HighSev,HighSev,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,184709.0,627.6214746856949,90.4,3071.695548759769,9.9,336.3914373088685,102.2,3472.646958885491,1.019,113.3,3.849813115868162,0.17350000000000002,17.731700000000004,602.5042473666329
lt_202010_23_Intervening_Area_Sand_Harbor_3_LowSev,LowSev,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,158700.0,539.2456676860346,10.1,343.1872239211689,8.5,288.8209310227659,18.7,635.406048250085,1.003,21.3,0.7237512742099899,0.18480000000000002,3.45576,117.42303771661571
lt_202010_23_Intervening_Area_Sand_Harbor_3_ModSev,ModSev,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,165952.0,563.8871899422359,23.6,801.9028202514442,8.9,302.41250424736666,32.7,1111.1111111111113,1.007,36.8,1.2504247366632686,0.17980000000000002,5.879460000000001,199.7777777777778
lt_202010_23_Intervening_Area_Sand_Harbor_3_PrescFire,PrescFire,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,154703.0,525.6642881413524,7.5,254.841997961264,8.4,285.4230377166157,15.9,540.2650356778797,1.002,18.3,0.6218144750254843,0.18700000000000003,2.9733000000000005,101.02956167176353
lt_202010_23_Intervening_Area_Sand_Harbor_3_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,163812.0,556.6156982670744,13.3,451.9198097179749,8.7,295.61671763506627,22.2,754.3323139653415,1.007,25.2,0.8562691131498471,0.18100000000000002,4.0182,136.53414882772682
lt_202010_23_Intervening_Area_Sand_Harbor_3_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,23_Intervening_Area_Sand_Harbor_3,29.43,285867.0,971.3455657492354,167917.0,570.5640502888209,12.1,411.1450900441726,8.7,295.61671763506627,21.0,713.5575942915392,1.009,23.9,0.8120965001698947,0.1784,3.7464,127.2986748216106
lt_202010_23_Intervening_Area_Sand_Harbor_3_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,160671.0,545.9429153924567,10.1,343.1872239211689,8.6,292.21882432891607,18.7,635.406048250085,1.003,21.3,0.7237512742099899,0.18480000000000002,3.45576,117.42303771661571
lt_202010_23_Intervening_Area_Sand_Harbor_3_Thinn85,Thinn85,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,155576.0,528.6306489976215,29.5,1002.3785253143052,8.4,285.4230377166157,38.0,1291.199456337071,1.002,42.5,1.4441046551138295,0.18370000000000003,6.980600000000001,237.19334012911997
lt_202010_23_Intervening_Area_Sand_Harbor_3_Thinn93,Thinn93,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,155555.0,528.5592932381924,29.5,1002.3785253143052,8.4,285.4230377166157,38.0,1291.199456337071,1.002,42.6,1.4475025484199797,0.18370000000000003,6.980600000000001,237.19334012911997
lt_202010_23_Intervening_Area_Sand_Harbor_3_Thinn96,Thinn96,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,155545.0,528.5253143051308,29.5,1002.3785253143052,8.4,285.4230377166157,38.0,1291.199456337071,1.002,42.5,1.4441046551138295,0.18370000000000003,6.980600000000001,237.19334012911997
lt_202010_23_Intervening_Area_Sand_Harbor_4_CurCond,CurCond,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,681062.0,521.8066196751456,2.1,16.089488201041984,49.6,380.01838798651545,51.8,396.8740422923689,1.001,60.3,0.4619981612013484,0.1915,9.919699999999999,76.00137909898865
lt_202010_23_Intervening_Area_Sand_Harbor_4_HighSev,HighSev,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,832321.0,637.6961385228318,327.2,2506.8954949433037,59.1,452.80416794361014,391.2,2997.2418020226783,1.012,434.5,3.328991725406068,0.1317,51.521040000000006,394.73674532638677
lt_202010_23_Intervening_Area_Sand_Harbor_4_LowSev,LowSev,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,731272.0,560.2758197977322,3.8,29.114311982837876,52.0,398.406374501992,55.9,428.2868525896414,1.002,65.1,0.4987741342323015,0.1889,10.559510000000001,80.90338645418328
lt_202010_23_Intervening_Area_Sand_Harbor_4_ModSev,ModSev,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,773705.0,592.7865461231995,54.0,413.72969659822246,54.7,419.0928593319031,109.8,841.2503830830524,1.01,124.7,0.9554091326999693,0.1629,17.886419999999998,137.03968740422923
lt_202010_23_Intervening_Area_Sand_Harbor_4_PrescFire,PrescFire,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,704845.0,540.028348145878,1.5,11.492491572172845,50.4,386.14771682500765,52.0,398.406374501992,1.002,60.8,0.465828991725406,0.1905,9.906,75.89641434262947
lt_202010_23_Intervening_Area_Sand_Harbor_4_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,750919.0,575.3286852589641,12.2,93.47226478700581,53.4,409.1326999693533,66.3,507.9681274900398,1.011,76.7,0.5876494023904382,0.19369999999999998,12.842309999999998,98.39342629482069
lt_202010_23_Intervening_Area_Sand_Harbor_4_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,23_Intervening_Area_Sand_Harbor_4,130.52,1267863.0,971.3936561446521,794027.0,608.3565737051792,29.2,223.72050260496474,55.7,426.75452038001833,85.2,652.7735212994177,1.004,99.3,0.7608029420778424,0.15960000000000002,13.597920000000002,104.18265399938707
lt_202010_23_Intervening_Area_Sand_Harbor_4_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,736464.0,564.2537542139136,3.8,29.114311982837876,52.2,399.93870671161505,56.1,429.81918479926446,1.002,65.4,0.5010726325467362,0.1889,10.597290000000001,81.19284400858106
lt_202010_23_Intervening_Area_Sand_Harbor_4_Thinn85,Thinn85,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,720582.0,552.085504137297,2.4,18.387986515476555,51.4,393.80937787312286,53.9,412.96353049341093,1.002,62.8,0.4811523138216365,0.1912,10.30568,78.95862703034017
lt_202010_23_Intervening_Area_Sand_Harbor_4_Thinn93,Thinn93,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,720338.0,551.898559607723,2.3,17.62182041066503,51.4,393.80937787312286,53.8,412.1973643885994,1.002,62.7,0.480386147716825,0.1915,10.3027,78.93579528041678
lt_202010_23_Intervening_Area_Sand_Harbor_4_Thinn96,Thinn96,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,720222.0,551.8096843395648,2.3,17.62182041066503,51.4,393.80937787312286,53.8,412.1973643885994,1.002,62.6,0.47961998161201347,0.1915,10.3027,78.93579528041678
lt_202010_24_Marlette_Creek_CurCond,CurCond,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5408669.0,450.17845103832866,19.1,15.897457239169336,345.3,287.40272171126554,338.4,281.6596612426651,0.929,398.7,0.33184901577260806,0.1967,66.56328,55.40245536643222
lt_202010_24_Marlette_Creek_HighSev,HighSev,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,6604524.0,549.7127637438095,2331.9,1940.9047401057055,409.2,340.5884556161305,1053.2,876.6074326855049,0.384,1190.8,0.9911357110158557,0.1567,165.03644000000003,137.36438470181866
lt_202010_24_Marlette_Creek_LowSev,LowSev,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5825468.0,484.86978234633153,30.5,25.38599192642224,365.3,304.04927379416534,365.5,304.2157393149944,0.923,430.7,0.3584834991052478,0.1957,71.52835,59.535020183944404
lt_202010_24_Marlette_Creek_ModSev,ModSev,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,6179925.0,514.3722169045736,317.3,264.0975487952058,382.8,318.61500686670274,460.4,383.20362894835404,0.658,536.9,0.4468766906654459,0.187,86.09479999999999,71.6590786133422
lt_202010_24_Marlette_Creek_PrescFire,PrescFire,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5606536.0,466.6474676432644,13.4,11.153189895542885,355.2,295.64276499230095,352.9,293.72841150276747,0.958,418.7,0.3484955678555079,0.19540000000000002,68.95666,57.394531607640765
lt_202010_24_Marlette_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5952793.0,495.4673935661076,119.1,99.13021765366848,370.3,308.2109118148903,383.0,318.7814723875317,0.783,453.3,0.3772941029589246,0.2001,76.6383,63.7881726247451
lt_202010_24_Marlette_Creek_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,24_Marlette_Creek,1201.45,11670967.0,971.4068001165259,7407109.0,616.5141287610803,434.4,361.5631112405843,448.6,373.38216321944316,692.4,576.3036331099921,0.784,811.4,0.675350618003246,0.1738,120.33912000000001,100.16157143451663
lt_202010_24_Marlette_Creek_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5892091.0,490.4149985434267,37.6,31.29551791585168,367.6,305.9636272836988,375.0,312.1228515543718,0.925,441.3,0.3673061717091847,0.19540000000000002,73.275,60.98880519372425
lt_202010_24_Marlette_Creek_Thinn85,Thinn85,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5750211.0,478.60593449581756,21.6,17.978276249531817,360.8,300.3037995755129,357.6,297.6403512422489,0.935,421.7,0.3509925506679429,0.1967,70.33992,58.54585708935038
lt_202010_24_Marlette_Creek_Thinn93,Thinn93,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5746978.0,478.33684298139747,20.9,17.39564692663032,360.6,300.1373340546839,357.1,297.2241874401764,0.936,420.8,0.3502434558242124,0.1967,70.24157000000001,58.463997669482715
lt_202010_24_Marlette_Creek_Thinn96,Thinn96,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,5745362.0,478.2023388405676,20.7,17.229181405801324,360.6,300.1373340546839,357.1,297.2241874401764,0.936,421.0,0.3504099213450414,0.1967,70.24157000000001,58.463997669482715
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_CurCond,CurCond,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,148913.0,306.7209062821833,0.0,0.0,3.6,74.15036045314109,3.6,74.15036045314109,1.0,4.8,0.09886714727085479,0.19180000000000003,0.6904800000000001,14.222039134912466
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_HighSev,HighSev,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,225410.0,464.2842430484037,0.0,0.0,5.7,117.40473738414006,5.7,117.40473738414006,1.0,7.4,0.15242018537590116,0.19180000000000003,1.0932600000000001,22.51822863027807
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_LowSev,LowSev,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,188274.0,387.79402677651905,0.0,0.0,4.7,96.80741503604531,4.7,96.80741503604531,1.0,6.1,0.12564366632337795,0.19180000000000003,0.9014600000000002,18.567662203913496
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_ModSev,ModSev,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,209655.0,431.83316168898045,0.0,0.0,5.3,109.16580844490217,5.3,109.16580844490217,1.0,6.9,0.14212152420185378,0.19180000000000003,1.01654,20.938002059732234
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_PrescFire,PrescFire,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,171153.0,352.529351184346,0.0,0.0,4.2,86.50875386199795,4.2,86.50875386199795,1.0,5.5,0.11328527291452112,0.19180000000000003,0.8055600000000002,16.59237899073121
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,209630.0,431.7816683831102,0.0,0.0,5.3,109.16580844490217,5.3,109.16580844490217,1.0,6.9,0.14212152420185378,0.19180000000000003,1.01654,20.938002059732234
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,306948.0,632.2306900102986,152730.0,314.5829042224511,0.0,0.0,3.6,74.15036045314109,3.6,74.15036045314109,1.0,4.8,0.09886714727085479,0.19180000000000003,0.6904800000000001,14.222039134912466
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,196033.0,403.77548918640576,0.0,0.0,4.8,98.8671472708548,4.8,98.8671472708548,1.0,6.3,0.12976313079299692,0.19180000000000003,0.9206400000000001,18.96271884654995
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_Thinn85,Thinn85,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,183816.0,378.6117404737384,0.0,0.0,4.6,94.74768280123584,4.6,94.74768280123584,1.0,6.0,0.12358393408856849,0.19180000000000003,0.8822800000000001,18.172605561277038
lt_202010_25_Intervening_Area_Marlette_to_Secret_Harbor_Thinn93,Thinn93,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,183688.0,378.3480947476828,0.0,0.0,4.6,94.74768280123584,4.6,94.74768280123584,1.0,6.0,0.12358393408856849,0.19180000000000003,0.8822800000000001,18.172605561277038
