Date,Streamflow (mm)
12/27/1996,53.30681390
12/28/1996,33.90470148
12/29/1996,31.67051884
12/30/1996,33.04238538
12/31/1996,33.74791674
01/01/1997,43.11580536
01/02/1997,39.58814855
01/03/1997,37.47155447
01/04/1997,24.77198999
01/05/1997,17.59908782
01/06/1997,12.89554542
01/07/1997,10.38698947
01/08/1997,8.42718014
01/09/1997,7.29049072
01/10/1997,7.13370598
01/11/1997,6.78094030
01/12/1997,6.07540894
01/13/1997,5.44826995
01/14/1997,4.97791571
01/15/1997,4.54675766
01/16/1997,4.23318816
01/17/1997,6.42817462
01/18/1997,7.17290216
01/19/1997,7.13370598
01/20/1997,7.36888310
01/21/1997,7.17290216
01/22/1997,6.54576318
01/23/1997,5.91862419
01/24/1997,5.21309283
01/25/1997,5.95782038
01/26/1997,12.46438737
01/27/1997,10.70055897
01/28/1997,16.46239841
01/29/1997,14.50258907
01/30/1997,18.65738486
01/31/1997,68.20136484
02/01/1997,48.99523336
02/02/1997,27.08456500
02/03/1997,18.34381537
02/04/1997,13.05233017
02/05/1997,9.64226193
02/06/1997,7.64325640
02/07/1997,6.58495936
02/08/1997,5.72264326
02/09/1997,4.89952334
02/10/1997,4.31158054
02/11/1997,4.15479579
02/12/1997,4.78193478
02/13/1997,4.46836528
02/14/1997,5.40907376
02/15/1997,5.72264326
02/16/1997,5.56585851
02/17/1997,6.03621275
02/18/1997,5.95782038
02/19/1997,15.20812043
02/20/1997,13.83625390
02/21/1997,10.26940091
02/22/1997,7.99602208
02/23/1997,6.54576318
02/24/1997,5.56585851
02/25/1997,4.86032715
02/26/1997,4.58595384
02/27/1997,4.38997291
02/28/1997,3.91961867
03/01/1997,4.62515003
03/02/1997,6.23219368
03/03/1997,5.72264326
03/04/1997,4.82113096
03/05/1997,4.42916910
03/06/1997,6.34978224
03/07/1997,12.93474161
03/08/1997,12.54277974
03/09/1997,11.64126745
03/10/1997,34.49264429
03/11/1997,39.58814855
03/12/1997,24.26243956
03/13/1997,17.01114502
03/14/1997,12.58197593
03/15/1997,16.03124036
03/16/1997,28.61321628
03/17/1997,31.74891122
03/18/1997,22.06745311
03/19/1997,18.69658105
03/20/1997,19.75487809
03/21/1997,15.63927849
03/22/1997,11.79805219
03/23/1997,9.36788862
03/24/1997,7.83923734
03/25/1997,7.21209835
03/26/1997,7.76084496
03/27/1997,7.56486403
03/28/1997,7.01611742
03/29/1997,5.80103563
03/30/1997,5.17389664
03/31/1997,4.78193478
04/01/1997,4.38997291
04/02/1997,3.99801104
04/03/1997,3.80203011
04/04/1997,3.48846062
04/05/1997,3.21408731
04/06/1997,2.97891019
04/07/1997,3.21408731
04/08/1997,3.60604918
04/09/1997,3.56685299
04/10/1997,3.37087206
04/11/1997,3.09649875
04/12/1997,2.90051781
04/13/1997,3.33167587
04/14/1997,6.54576318
04/15/1997,8.38798395
04/16/1997,8.11361064
04/17/1997,7.48647166
04/18/1997,7.40807928
04/19/1997,11.01412846
04/20/1997,24.45842049
04/21/1997,16.97194884
04/22/1997,15.56088612
04/23/1997,19.99005521
04/24/1997,18.50060012
04/25/1997,14.42419670
04/26/1997,11.83724838
04/27/1997,11.21010939
04/28/1997,9.32869243
04/29/1997,10.62216659
04/30/1997,11.09252083
05/01/1997,10.30859710
05/02/1997,8.77994582
05/03/1997,8.30959158
05/04/1997,7.60406022
05/05/1997,6.93772504
05/06/1997,6.62415555
05/07/1997,5.99701656
05/08/1997,5.60505470
05/09/1997,5.68344707
05/10/1997,5.72264326
05/11/1997,5.87942800
05/12/1997,5.87942800
05/13/1997,5.33068139
05/14/1997,4.74273859
05/15/1997,4.31158054
05/16/1997,3.84122630
05/17/1997,3.52765680
05/18/1997,3.17489112
05/19/1997,2.90051781
05/20/1997,2.66534069
05/21/1997,2.43016357
05/22/1997,2.23418264
05/23/1997,2.19498645
05/24/1997,2.23418264
05/25/1997,2.19498645
05/26/1997,1.99900552
05/27/1997,2.11659408
05/28/1997,2.19498645
05/29/1997,2.62614451
05/30/1997,2.27337883
05/31/1997,2.43016357
06/01/1997,2.50855595
06/02/1997,2.15579027
06/03/1997,2.50855595
06/04/1997,2.74373307
06/05/1997,2.66534069
06/06/1997,2.35177120
06/07/1997,2.11659408
06/08/1997,1.99900552
06/09/1997,1.88141696
06/10/1997,1.72463221
06/11/1997,1.60704365
06/12/1997,1.72463221
06/13/1997,1.60704365
06/14/1997,1.52865128
06/15/1997,1.41106272
06/16/1997,1.33267035
06/17/1997,1.29347416
06/18/1997,1.21508179
06/19/1997,1.17588560
06/20/1997,1.17588560
06/21/1997,1.29347416
06/22/1997,1.33267035
06/23/1997,1.21508179
06/24/1997,1.17588560
06/25/1997,1.09749323
06/26/1997,1.05829704
06/27/1997,1.01910085
06/28/1997,1.05829704
06/29/1997,1.09749323
06/30/1997,1.72463221
07/01/1997,1.72463221
07/02/1997,1.41106272
07/03/1997,1.25427797
07/04/1997,1.17588560
07/05/1997,1.09749323
07/06/1997,1.05829704
07/07/1997,1.01910085
07/08/1997,0.97990467
07/09/1997,1.41106272
07/10/1997,1.37186653
07/11/1997,1.25427797
07/12/1997,1.17588560
07/13/1997,1.05829704
07/14/1997,1.05829704
07/15/1997,1.01910085
07/16/1997,0.97990467
07/17/1997,0.94070848
07/18/1997,0.90151229
07/19/1997,0.86231611
07/20/1997,0.86231611
07/21/1997,0.82311992
07/22/1997,0.82311992
07/23/1997,0.78392373
07/24/1997,0.74472755
07/25/1997,0.74472755
07/26/1997,0.74472755
07/27/1997,0.70553136
07/28/1997,0.70553136
07/29/1997,0.66633517
07/30/1997,0.66633517
07/31/1997,0.66633517
08/01/1997,0.66633517
08/02/1997,0.66633517
08/03/1997,0.62713899
08/04/1997,0.62713899
08/05/1997,0.58794280
08/06/1997,0.58794280
08/07/1997,0.58794280
08/08/1997,0.54874661
08/09/1997,0.54874661
08/10/1997,0.50955043
08/11/1997,0.50955043
08/12/1997,0.50955043
08/13/1997,0.50955043
08/14/1997,0.47035424
08/15/1997,0.47035424
08/16/1997,0.47035424
08/17/1997,0.47035424
08/18/1997,0.47035424
08/19/1997,0.47035424
08/20/1997,0.50955043
08/21/1997,0.50955043
08/22/1997,0.47035424
08/23/1997,0.47035424
08/24/1997,0.74472755
08/25/1997,0.54874661
08/26/1997,0.54874661
08/27/1997,0.58794280
08/28/1997,0.50955043
08/29/1997,0.47035424
08/30/1997,0.47035424
08/31/1997,0.43115805
09/01/1997,0.43115805
09/02/1997,0.43115805
09/03/1997,0.43115805
09/04/1997,0.39196187
09/05/1997,0.39196187
09/06/1997,0.39196187
09/07/1997,0.39196187
09/08/1997,0.38804225
09/09/1997,0.38020301
09/10/1997,0.39196187
09/11/1997,0.47035424
09/12/1997,0.47035424
09/13/1997,0.43115805
09/14/1997,0.66633517
09/15/1997,1.33267035
09/16/1997,2.07739789
09/17/1997,2.50855595
09/18/1997,1.99900552
09/19/1997,1.52865128
09/20/1997,1.13668941
09/21/1997,0.94070848
09/22/1997,0.82311992
09/23/1997,0.74472755
09/24/1997,0.70553136
09/25/1997,0.66633517
09/26/1997,0.74472755
09/27/1997,0.78392373
09/28/1997,0.66633517
09/29/1997,0.62713899
09/30/1997,0.62713899
10/01/1997,0.66633517
10/02/1997,1.52865128
10/03/1997,2.03820171
10/04/1997,3.05730256
10/05/1997,6.50656699
10/06/1997,3.80203011
10/07/1997,2.43016357
10/08/1997,3.29247968
10/09/1997,6.62415555
10/10/1997,4.50756147
10/11/1997,3.80203011
10/12/1997,3.64524536
10/13/1997,3.01810637
10/14/1997,2.46935976
10/15/1997,2.07739789
10/16/1997,1.72463221
10/17/1997,1.45025891
10/18/1997,1.25427797
10/19/1997,1.13668941
10/20/1997,0.97990467
10/21/1997,0.90151229
10/22/1997,0.82311992
10/23/1997,0.86231611
10/24/1997,0.78392373
10/25/1997,0.70553136
10/26/1997,0.66633517
10/27/1997,0.62713899
10/28/1997,0.58794280
10/29/1997,7.76084496
10/30/1997,25.59510991
10/31/1997,30.76900655
11/01/1997,16.07043654
11/02/1997,9.79904667
11/03/1997,6.78094030
11/04/1997,5.17389664
11/05/1997,4.11559960
11/06/1997,3.44926443
11/07/1997,3.99801104
11/08/1997,3.29247968
11/09/1997,2.82212544
11/10/1997,2.50855595
11/11/1997,2.23418264
11/12/1997,1.99900552
11/13/1997,1.80302459
11/14/1997,1.60704365
11/15/1997,1.45025891
11/16/1997,1.33267035
11/17/1997,1.72463221
11/18/1997,1.88141696
11/19/1997,1.95980933
11/20/1997,2.97891019
11/21/1997,3.09649875
11/22/1997,2.70453688
11/23/1997,2.78292925
11/24/1997,4.74273859
11/25/1997,4.50756147
11/26/1997,4.23318816
11/27/1997,3.72363774
11/28/1997,3.25328350
11/29/1997,3.13569494
11/30/1997,2.97891019
12/01/1997,2.58694832
12/02/1997,2.35177120
12/03/1997,2.15579027
12/04/1997,1.99900552
12/05/1997,1.80302459
12/06/1997,1.64623984
12/07/1997,1.84222077
12/08/1997,1.84222077
12/09/1997,1.72463221
12/10/1997,1.68543603
12/11/1997,1.76382840
12/12/1997,1.72463221
12/13/1997,1.64623984
12/14/1997,1.72463221
12/15/1997,2.66534069
12/16/1997,13.99303865
12/17/1997,18.93175817
12/18/1997,11.87644457
12/19/1997,8.11361064
12/20/1997,6.50656699
12/21/1997,5.33068139
12/22/1997,4.42916910
12/23/1997,3.91961867
12/24/1997,3.44926443
12/25/1997,3.01810637
12/26/1997,2.74373307
12/27/1997,2.50855595
12/28/1997,2.39096739
12/29/1997,2.35177120
12/30/1997,2.35177120
12/31/1997,2.35177120
01/01/1998,3.21408731
01/02/1998,5.60505470
01/03/1998,5.09550427
01/04/1998,4.89952334
01/05/1998,4.50756147
01/06/1998,4.35077672
01/07/1998,9.01512294
01/08/1998,8.89753438
01/09/1998,6.85933267
01/10/1998,7.68245259
01/11/1998,30.29865231
01/12/1998,26.41822983
01/13/1998,28.33884298
01/14/1998,30.57302562
01/15/1998,31.43534172
01/16/1998,28.06446967
01/17/1998,41.15599602
01/18/1998,27.51572305
01/19/1998,20.81317513
01/20/1998,16.14882892
01/21/1998,12.85634923
01/22/1998,14.65937382
01/23/1998,18.85336580
01/24/1998,16.54079078
01/25/1998,16.34480985
01/26/1998,16.65837934
01/27/1998,16.26641748
01/28/1998,13.99303865
01/29/1998,12.85634923
01/30/1998,10.77895134
01/31/1998,8.70155344
02/01/1998,7.36888310
02/02/1998,6.31058606
02/03/1998,5.52666232
02/04/1998,4.97791571
02/05/1998,4.46836528
02/06/1998,4.35077672
02/07/1998,3.95881486
02/08/1998,3.64524536
02/09/1998,3.37087206
02/10/1998,3.25328350
02/11/1998,3.41006824
02/12/1998,3.60604918
02/13/1998,4.58595384
02/14/1998,5.09550427
02/15/1998,5.60505470
02/16/1998,5.29148520
02/17/1998,4.62515003
02/18/1998,4.31158054
02/19/1998,4.97791571
02/20/1998,5.40907376
02/21/1998,12.30760262
02/22/1998,12.34679881
02/23/1998,9.60306574
02/24/1998,7.40807928
02/25/1998,6.19299750
02/26/1998,5.25228902
02/27/1998,4.54675766
02/28/1998,7.01611742
03/01/1998,11.64126745
03/02/1998,14.42419670
03/03/1998,13.79705771
03/04/1998,11.24930558
03/05/1998,8.85833819
03/06/1998,7.17290216
03/07/1998,6.66335174
03/08/1998,6.27138987
03/09/1998,5.87942800
03/10/1998,5.87942800
03/11/1998,7.05531360
03/12/1998,10.97493227
03/13/1998,12.54277974
03/14/1998,11.75885601
03/15/1998,10.97493227
03/16/1998,9.40708481
03/17/1998,7.83923734
03/18/1998,7.05531360
03/19/1998,6.27138987
03/20/1998,6.27138987
03/21/1998,7.05531360
03/22/1998,16.46239841
03/23/1998,19.59809334
03/24/1998,16.46239841
03/25/1998,11.75885601
03/26/1998,9.40708481
03/27/1998,7.83923734
03/28/1998,7.05531360
03/29/1998,6.27138987
03/30/1998,5.87942800
03/31/1998,5.48746614
04/01/1998,5.09550427
04/02/1998,4.70354240
04/03/1998,4.31158054
04/04/1998,3.91961867
04/05/1998,3.72363774
04/06/1998,3.52765680
04/07/1998,3.21408731
04/08/1998,2.97891019
04/09/1998,3.01810637
04/10/1998,3.88042248
04/11/1998,4.46836528
04/12/1998,4.46836528
04/13/1998,4.19399198
04/14/1998,3.88042248
04/15/1998,3.60604918
04/16/1998,3.29247968
04/17/1998,3.01810637
04/18/1998,2.93971400
04/19/1998,3.17489112
04/20/1998,3.17489112
04/21/1998,3.48846062
04/22/1998,4.15479579
04/23/1998,5.13470046
04/24/1998,4.97791571
04/25/1998,4.07640342
04/26/1998,3.52765680
04/27/1998,3.41006824
04/28/1998,3.88042248
04/29/1998,4.31158054
04/30/1998,4.38997291
05/01/1998,4.19399198
05/02/1998,4.15479579
05/03/1998,3.44926443
05/04/1998,3.13569494
05/05/1998,4.03720723
05/06/1998,3.05730256
05/07/1998,2.66534069
05/08/1998,2.43016357
05/09/1998,2.31257501
05/10/1998,2.07739789
05/11/1998,2.11659408
05/12/1998,3.17489112
05/13/1998,3.09649875
05/14/1998,3.91961867
05/15/1998,6.07540894
05/16/1998,6.38897843
05/17/1998,6.23219368
05/18/1998,5.87942800
05/19/1998,6.31058606
05/20/1998,6.03621275
05/21/1998,6.15380131
05/22/1998,5.91862419
05/23/1998,5.25228902
05/24/1998,5.29148520
05/25/1998,6.46737080
05/26/1998,5.76183944
05/27/1998,5.09550427
05/28/1998,4.42916910
05/29/1998,6.03621275
05/30/1998,8.89753438
05/31/1998,7.44727547
06/01/1998,6.19299750
06/02/1998,5.17389664
06/03/1998,4.54675766
06/04/1998,3.99801104
06/05/1998,3.48846062
06/06/1998,3.17489112
06/07/1998,2.93971400
06/08/1998,2.93971400
06/09/1998,2.74373307
06/10/1998,2.93971400
06/11/1998,2.82212544
06/12/1998,2.58694832
06/13/1998,2.43016357
06/14/1998,2.27337883
06/15/1998,2.19498645
06/16/1998,2.15579027
06/17/1998,2.07739789
06/18/1998,1.99900552
06/19/1998,1.95980933
06/20/1998,1.88141696
06/21/1998,1.84222077
06/22/1998,1.80302459
06/23/1998,1.72463221
06/24/1998,1.84222077
06/25/1998,1.92061315
06/26/1998,2.31257501
06/27/1998,2.07739789
06/28/1998,1.92061315
06/29/1998,1.84222077
06/30/1998,1.76382840
07/01/1998,1.68543603
07/02/1998,1.68543603
07/03/1998,1.60704365
07/04/1998,1.56784747
07/05/1998,1.52865128
07/06/1998,1.45025891
07/07/1998,1.41106272
07/08/1998,1.33267035
07/09/1998,1.29347416
07/10/1998,1.25427797
07/11/1998,1.21508179
07/12/1998,1.13668941
07/13/1998,1.09749323
07/14/1998,1.05829704
07/15/1998,1.01910085
07/16/1998,0.97990467
07/17/1998,0.97990467
07/18/1998,0.94070848
07/19/1998,0.90151229
07/20/1998,0.90151229
07/21/1998,0.86231611
07/22/1998,0.82311992
07/23/1998,0.82311992
07/24/1998,0.78392373
07/25/1998,0.78392373
07/26/1998,0.74472755
07/27/1998,0.74472755
07/28/1998,0.70553136
07/29/1998,0.74472755
07/30/1998,0.74472755
07/31/1998,0.70553136
08/01/1998,0.66633517
08/02/1998,0.62713899
08/03/1998,0.62713899
08/04/1998,0.58794280
08/05/1998,0.58794280
08/06/1998,0.58794280
08/07/1998,0.54874661
08/08/1998,0.54874661
08/09/1998,0.54874661
08/10/1998,0.50955043
08/11/1998,0.50955043
08/12/1998,0.50955043
08/13/1998,0.50955043
08/14/1998,0.47035424
08/15/1998,0.47035424
08/16/1998,0.47035424
08/17/1998,0.47035424
08/18/1998,0.43115805
08/19/1998,0.43115805
08/20/1998,0.43115805
08/21/1998,0.47035424
08/22/1998,0.43115805
08/23/1998,0.43115805
08/24/1998,0.43115805
08/25/1998,0.43115805
08/26/1998,0.39196187
08/27/1998,0.39196187
08/28/1998,0.38412263
08/29/1998,0.37628339
08/30/1998,0.36844415
08/31/1998,0.36060492
09/01/1998,0.35276568
09/02/1998,0.34884606
09/03/1998,0.34492644
09/04/1998,0.34100682
09/05/1998,0.33708721
09/06/1998,0.32924797
09/07/1998,0.32532835
09/08/1998,0.32532835
09/09/1998,0.33316759
09/10/1998,0.32532835
09/11/1998,0.32532835
09/12/1998,0.32140873
09/13/1998,0.31356949
09/14/1998,0.30964987
09/15/1998,0.30573026
09/16/1998,0.30181064
09/17/1998,0.29397140
09/18/1998,0.43115805
09/19/1998,0.58794280
09/20/1998,0.39196187
09/21/1998,0.34884606
09/22/1998,0.32532835
09/23/1998,0.32140873
09/24/1998,0.31356949
09/25/1998,0.43115805
09/26/1998,0.54874661
09/27/1998,0.37628339
09/28/1998,0.33708721
09/29/1998,0.32532835
09/30/1998,0.32140873
10/01/1998,0.31356949
10/02/1998,0.62713899
10/03/1998,0.94070848
10/04/1998,1.72463221
10/05/1998,0.78392373
10/06/1998,0.50955043
10/07/1998,0.47035424
10/08/1998,0.58794280
10/09/1998,1.01910085
10/10/1998,1.29347416
10/11/1998,0.78392373
10/12/1998,0.62713899
10/13/1998,0.94070848
10/14/1998,1.48945509
10/15/1998,1.29347416
10/16/1998,1.05829704
10/17/1998,0.86231611
10/18/1998,0.74472755
10/19/1998,0.62713899
10/20/1998,0.54874661
10/21/1998,0.50955043
10/22/1998,0.47035424
10/23/1998,0.47035424
10/24/1998,0.47035424
10/25/1998,0.58794280
10/26/1998,0.50955043
10/27/1998,0.50955043
10/28/1998,0.74472755
10/29/1998,0.70553136
10/30/1998,0.58794280
10/31/1998,0.54874661
11/01/1998,0.78392373
11/02/1998,0.74472755
11/03/1998,0.74472755
11/04/1998,1.21508179
11/05/1998,2.50855595
11/06/1998,2.31257501
11/07/1998,2.11659408
11/08/1998,2.03820171
11/09/1998,1.80302459
11/10/1998,1.95980933
11/11/1998,2.07739789
11/12/1998,1.84222077
11/13/1998,1.68543603
11/14/1998,1.64623984
11/15/1998,3.95881486
11/16/1998,6.54576318
11/17/1998,4.07640342
11/18/1998,4.19399198
11/19/1998,4.15479579
11/20/1998,13.75786153
11/21/1998,62.32193683
11/22/1998,33.39515106
11/23/1998,22.14584548
11/24/1998,20.30362470
11/25/1998,18.93175817
11/26/1998,23.08655396
11/27/1998,17.36391070
11/28/1998,11.24930558
11/29/1998,8.50557251
11/30/1998,8.58396488
12/01/1998,10.81814753
12/02/1998,38.41226295
12/03/1998,26.65340695
12/04/1998,15.36490518
12/05/1998,9.95583142
12/06/1998,6.82013648
12/07/1998,5.56585851
12/08/1998,5.40907376
12/09/1998,4.23318816
12/10/1998,3.76283392
12/11/1998,14.89455094
12/12/1998,20.22523233
12/13/1998,18.38301156
12/14/1998,14.38500051
12/15/1998,10.26940091
12/16/1998,7.64325640
12/17/1998,6.85933267
12/18/1998,5.87942800
12/19/1998,4.70354240
12/20/1998,3.48846062
12/21/1998,2.86132163
12/22/1998,2.46935976
12/23/1998,2.19498645
12/24/1998,2.07739789
12/25/1998,5.48746614
12/26/1998,12.89554542
12/27/1998,39.98011042
12/28/1998,95.24673365
12/29/1998,50.95504269
12/30/1998,30.96498748
12/31/1998,24.10565481
01/01/1999,18.14783444
01/02/1999,12.93474161
01/03/1999,9.72065430
01/04/1999,7.76084496
01/05/1999,6.50656699
01/06/1999,5.64425088
01/07/1999,5.05630808
01/08/1999,4.46836528
01/09/1999,4.07640342
01/10/1999,3.76283392
01/11/1999,3.80203011
01/12/1999,4.03720723
01/13/1999,4.03720723
01/14/1999,10.26940091
01/15/1999,24.61520524
01/16/1999,18.46140393
01/17/1999,19.36291622
01/18/1999,24.69359761
01/19/1999,18.50060012
01/20/1999,18.61818868
01/21/1999,22.02825692
01/22/1999,17.32471452
01/23/1999,14.18901958
01/24/1999,10.38698947
01/25/1999,8.03521827
01/26/1999,6.58495936
01/27/1999,5.48746614
01/28/1999,5.25228902
01/29/1999,5.05630808
01/30/1999,4.66434622
01/31/1999,4.31158054
02/01/1999,3.95881486
02/02/1999,4.38997291
02/03/1999,5.05630808
02/04/1999,5.76183944
02/05/1999,5.64425088
02/06/1999,10.26940091
02/07/1999,16.26641748
02/08/1999,10.89653990
02/09/1999,7.56486403
02/10/1999,5.91862419
02/11/1999,4.86032715
02/12/1999,4.27238435
02/13/1999,3.99801104
02/14/1999,3.91961867
02/15/1999,3.88042248
02/16/1999,6.50656699
02/17/1999,11.44528651
02/18/1999,12.85634923
02/19/1999,14.50258907
02/20/1999,10.07341998
02/21/1999,7.76084496
02/22/1999,8.23119920
02/23/1999,19.51970097
02/24/1999,19.51970097
02/25/1999,15.87445561
02/26/1999,12.58197593
02/27/1999,17.36391070
02/28/1999,32.45444258
03/01/1999,23.98806625
03/02/1999,16.07043654
03/03/1999,12.38599499
03/04/1999,9.64226193
03/05/1999,7.83923734
03/06/1999,6.62415555
03/07/1999,5.72264326
03/08/1999,5.09550427
03/09/1999,4.54675766
03/10/1999,4.11559960
03/11/1999,3.76283392
03/12/1999,4.07640342
03/13/1999,5.72264326
03/14/1999,5.80103563
03/15/1999,5.52666232
03/16/1999,5.17389664
03/17/1999,4.74273859
03/18/1999,4.58595384
03/19/1999,5.09550427
03/20/1999,6.62415555
03/21/1999,7.32968691
03/22/1999,7.21209835
03/23/1999,7.13370598
03/24/1999,6.82013648
03/25/1999,6.70254792
03/26/1999,6.66335174
03/27/1999,6.23219368
03/28/1999,5.68344707
03/29/1999,6.19299750
03/30/1999,5.87942800
03/31/1999,5.21309283
04/01/1999,4.66434622
04/02/1999,4.31158054
04/03/1999,4.07640342
04/04/1999,3.76283392
04/05/1999,3.64524536
04/06/1999,3.44926443
04/07/1999,3.37087206
04/08/1999,3.48846062
04/09/1999,3.37087206
04/10/1999,3.37087206
04/11/1999,3.44926443
04/12/1999,3.76283392
04/13/1999,4.07640342
04/14/1999,4.23318816
04/15/1999,4.50756147
04/16/1999,5.60505470
04/17/1999,8.07441446
04/18/1999,9.91663523
04/19/1999,9.68145811
04/20/1999,9.05431912
04/21/1999,7.72164878
04/22/1999,6.46737080
04/23/1999,5.76183944
04/24/1999,6.31058606
04/25/1999,7.91762971
04/26/1999,6.97692123
04/27/1999,6.15380131
04/28/1999,5.17389664
04/29/1999,4.50756147
04/30/1999,4.35077672
05/01/1999,5.48746614
05/02/1999,6.54576318
05/03/1999,8.50557251
05/04/1999,8.58396488
05/05/1999,7.52566784
05/06/1999,8.19200302
05/07/1999,8.54476870
05/08/1999,7.40807928
05/09/1999,6.42817462
05/10/1999,5.56585851
05/11/1999,5.36987758
05/12/1999,5.95782038
05/13/1999,5.72264326
05/14/1999,5.44826995
05/15/1999,5.09550427
05/16/1999,4.82113096
05/17/1999,7.48647166
05/18/1999,13.40509585
05/19/1999,11.87644457
05/20/1999,10.03422379
05/21/1999,8.50557251
05/22/1999,8.34878776
05/23/1999,10.15181235
05/24/1999,12.58197593
05/25/1999,12.22921025
05/26/1999,9.72065430
05/27/1999,9.09351531
05/28/1999,9.05431912
05/29/1999,8.27039539
05/30/1999,7.29049072
05/31/1999,6.74174411
06/01/1999,7.91762971
06/02/1999,6.50656699
06/03/1999,5.17389664
06/04/1999,4.62515003
06/05/1999,4.86032715
06/06/1999,4.89952334
06/07/1999,4.35077672
06/08/1999,3.95881486
06/09/1999,3.64524536
06/10/1999,3.60604918
06/11/1999,3.91961867
06/12/1999,4.66434622
06/13/1999,5.52666232
06/14/1999,6.27138987
06/15/1999,6.34978224
06/16/1999,5.56585851
06/17/1999,4.93871952
06/18/1999,4.54675766
06/19/1999,4.15479579
06/20/1999,3.84122630
06/21/1999,3.76283392
06/22/1999,3.56685299
06/23/1999,3.44926443
06/24/1999,3.60604918
06/25/1999,3.91961867
06/26/1999,3.25328350
06/27/1999,2.82212544
06/28/1999,2.58694832
06/29/1999,2.50855595
06/30/1999,2.46935976
07/01/1999,2.35177120
07/02/1999,2.19498645
07/03/1999,2.07739789
07/04/1999,1.99900552
07/05/1999,1.84222077
07/06/1999,1.80302459
07/07/1999,1.80302459
07/08/1999,1.68543603
07/09/1999,1.60704365
07/10/1999,1.56784747
07/11/1999,1.52865128
07/12/1999,1.48945509
07/13/1999,1.41106272
07/14/1999,1.29347416
07/15/1999,1.25427797
07/16/1999,1.17588560
07/17/1999,1.13668941
07/18/1999,1.09749323
07/19/1999,1.05829704
07/20/1999,1.01910085
07/21/1999,1.01910085
07/22/1999,0.97990467
07/23/1999,0.94070848
07/24/1999,0.90151229
07/25/1999,0.90151229
07/26/1999,0.90151229
07/27/1999,0.86231611
07/28/1999,0.82311992
07/29/1999,0.82311992
07/30/1999,0.78392373
07/31/1999,0.78392373
08/01/1999,0.78392373
08/02/1999,0.74472755
08/03/1999,0.74472755
08/04/1999,0.74472755
08/05/1999,0.90151229
08/06/1999,1.01910085
08/07/1999,1.80302459
08/08/1999,1.21508179
08/09/1999,0.97990467
08/10/1999,0.90151229
08/11/1999,0.86231611
08/12/1999,0.82311992
08/13/1999,0.78392373
08/14/1999,0.82311992
08/15/1999,0.78392373
08/16/1999,0.74472755
08/17/1999,0.74472755
08/18/1999,0.70553136
08/19/1999,0.70553136
08/20/1999,0.66633517
08/21/1999,0.66633517
08/22/1999,0.66633517
08/23/1999,0.62713899
08/24/1999,0.62713899
08/25/1999,0.62713899
08/26/1999,0.62713899
08/27/1999,0.62713899
08/28/1999,0.58794280
08/29/1999,0.58794280
08/30/1999,0.70553136
08/31/1999,0.78392373
09/01/1999,0.66633517
09/02/1999,0.62713899
09/03/1999,0.58794280
09/04/1999,0.58794280
09/05/1999,0.54874661
09/06/1999,0.54874661
09/07/1999,0.54874661
09/08/1999,0.54874661
09/09/1999,0.50955043
09/10/1999,0.50955043
09/11/1999,0.50955043
09/12/1999,0.50955043
09/13/1999,0.50955043
09/14/1999,0.47035424
09/15/1999,0.47035424
09/16/1999,0.47035424
09/17/1999,0.47035424
09/18/1999,0.47035424
09/19/1999,0.47035424
09/20/1999,0.47035424
09/21/1999,0.43115805
09/22/1999,0.43115805
09/23/1999,0.43115805
09/24/1999,0.43115805
09/25/1999,0.43115805
09/26/1999,0.43115805
09/27/1999,0.43115805
09/28/1999,0.43115805
09/29/1999,0.43115805
09/30/1999,0.43115805
10/01/1999,0.43115805
10/02/1999,0.43115805
10/03/1999,0.43115805
10/04/1999,0.39196187
10/05/1999,0.39196187
10/06/1999,0.50955043
10/07/1999,0.47035424
10/08/1999,0.43115805
10/09/1999,0.47035424
10/10/1999,0.43115805
10/11/1999,0.43115805
10/12/1999,0.39196187
10/13/1999,0.39196187
10/14/1999,0.39196187
10/15/1999,0.38804225
10/16/1999,0.38804225
10/17/1999,0.38804225
10/18/1999,0.38804225
10/19/1999,0.37628339
10/20/1999,0.37236377
10/21/1999,0.36844415
10/22/1999,0.36844415
10/23/1999,0.36844415
10/24/1999,0.37628339
10/25/1999,0.39196187
10/26/1999,0.78392373
10/27/1999,0.90151229
10/28/1999,2.15579027
10/29/1999,1.41106272
10/30/1999,0.82311992
10/31/1999,0.90151229
11/01/1999,0.74472755
11/02/1999,0.62713899
11/03/1999,0.58794280
11/04/1999,0.82311992
11/05/1999,1.13668941
11/06/1999,1.84222077
11/07/1999,1.05829704
11/08/1999,1.33267035
11/09/1999,1.37186653
11/10/1999,1.68543603
11/11/1999,1.60704365
11/12/1999,1.33267035
11/13/1999,1.21508179
11/14/1999,1.05829704
11/15/1999,0.94070848
11/16/1999,0.94070848
11/17/1999,1.21508179
11/18/1999,1.05829704
11/19/1999,1.13668941
11/20/1999,2.50855595
11/21/1999,2.46935976
11/22/1999,2.19498645
11/23/1999,2.31257501
11/24/1999,6.58495936
11/25/1999,68.59332670
11/26/1999,73.29686911
11/27/1999,21.71468742
11/28/1999,11.52367889
11/29/1999,7.99602208
11/30/1999,6.66335174
12/01/1999,5.76183944
12/02/1999,11.95483694
12/03/1999,9.52467337
12/04/1999,7.48647166
12/05/1999,6.89852886
12/06/1999,8.97592675
